NODE_ID,STREAM_KM,CHANWIDTH
757,7.57,6.278169097
756,7.56,9.033763305
755,7.55,8.586569237
754,7.54,9.477491333
753,7.53,9.306200195
752,7.52,9.076711566
751,7.51,10.04291096
750,7.5,9.449137677
749,7.49,7.993991875
748,7.48,12.17145656
747,7.47,12.08513585
746,7.46,11.10932647
745,7.45,10.79175377
744,7.44,9.236314601
743,7.43,9.382199081
742,7.42,11.4513089
741,7.41,10.16867738
740,7.4,8.105259729
739,7.39,7.422314509
738,7.38,9.293278452
737,7.37,11.3536995
736,7.36,8.903258475
735,7.35,11.462066
734,7.34,11.19804639
733,7.33,11.36682237
732,7.32,7.111218725
731,7.31,8.726571368
730,7.3,10.35504335
729,7.29,11.10073937
728,7.28,8.474757995
727,7.27,7.853467996
726,7.26,6.92015329
725,7.25,7.762271813
724,7.24,8.200192364
723,7.23,9.534575707
722,7.22,8.584891477
721,7.21,7.588680861
720,7.2,7.443794757
719,7.19,7.81497958
718,7.18,9.350323595
717,7.17,10.50582884
716,7.16,10.18052644
715,7.15,7.596208975
714,7.14,7.917025327
713,7.13,9.20935529
712,7.12,10.10697435
711,7.11,9.163260152
710,7.1,9.67610325
709,7.09,8.861950267
708,7.08,6.380992938
707,7.07,6.140200739
706,7.06,7.289539175
705,7.05,8.620086386
704,7.04,7.342553207
703,7.03,8.260382618
702,7.02,8.734897447
701,7.01,7.321622391
700,7,9.050988791
699,6.99,6.708972314
698,6.98,7.87944747
697,6.97,10.20242861
696,6.96,9.007784482
695,6.95,6.979932228
694,6.94,10.61386393
693,6.93,15.77311271
692,6.92,9.418328892
691,6.91,8.416119012
690,6.9,10.72746811
689,6.89,12.35443725
688,6.88,11.48532245
687,6.87,11.43557436
686,6.86,10.13118225
685,6.85,12.99826127
684,6.84,14.08238434
683,6.83,16.82094974
682,6.82,15.72197879
681,6.81,11.80407596
680,6.8,11.99924623
679,6.79,12.17237843
678,6.78,9.519160383
677,6.77,10.29712245
676,6.76,9.612288292
675,6.75,9.246590003
674,6.74,10.73419137
673,6.73,10.60046022
672,6.72,11.85446725
671,6.71,12.29763776
670,6.7,16.11854392
669,6.69,17.12330164
668,6.68,16.25021435
667,6.67,17.53812053
666,6.66,16.51022126
665,6.65,10.96022398
664,6.64,8.966948547
663,6.63,6.737291329
662,6.62,9.677484585
661,6.61,15.57856688
660,6.6,16.34461774
659,6.59,13.71702369
658,6.58,7.272755066
657,6.57,6.562698337
656,6.56,7.001570711
655,6.55,9.743356221
654,6.54,9.854670157
653,6.53,10.98521747
652,6.52,9.454115699
651,6.51,9.502091073
650,6.5,4.982059513
649,6.49,6.582106474
648,6.48,10.78365554
647,6.47,10.28472247
646,6.46,4.529811989
645,6.45,4.862294738
644,6.44,4.612452128
643,6.43,5.472687522
642,6.42,5.853672753
641,6.41,13.179387
640,6.4,10.37562746
639,6.39,9.55782726
638,6.38,10.17939249
637,6.37,5.469916519
636,6.36,7.656295526
635,6.35,11.25170879
634,6.34,13.7393568
633,6.33,13.50562172
632,6.32,10.69602881
631,6.31,11.37606406
630,6.3,11.08893473
629,6.29,11.96147249
628,6.28,11.73708919
627,6.27,9.797643621
626,6.26,13.47305795
625,6.25,14.56963733
624,6.24,13.17481752
623,6.23,11.16422374
622,6.22,10.14307194
621,6.21,12.6080381
620,6.2,11.7074084
619,6.19,10.23567312
618,6.18,11.95308019
617,6.17,10.21411711
616,6.16,12.65397363
615,6.15,10.15865112
614,6.14,10.94469068
613,6.13,12.12836547
612,6.12,22.05766848
611,6.11,27.83674155
610,6.1,26.20471951
609,6.09,19.40287869
608,6.08,16.96897413
607,6.07,19.58526271
606,6.06,24.18177391
605,6.05,23.34793743
604,6.04,23.0554446
603,6.03,22.70250808
602,6.02,23.25077921
601,6.01,24.09540667
600,6,24.71495532
599,5.99,25.20674363
598,5.98,25.19107741
597,5.97,24.59633347
596,5.96,26.50609449
595,5.95,27.00735107
594,5.94,25.08660419
593,5.93,23.46679726
592,5.92,19.97440645
591,5.91,18.69857412
590,5.9,18.68614403
589,5.89,19.39189395
588,5.88,21.46781308
587,5.87,22.02398851
586,5.86,24.05163906
585,5.85,24.07397354
584,5.84,23.39902729
583,5.83,20.98352423
582,5.82,22.3532169
581,5.81,20.54084154
580,5.8,21.74595202
579,5.79,12.94624073
578,5.78,8.180307196
577,5.77,5.431179471
576,5.76,7.506589013
575,5.75,9.331182478
574,5.74,13.54481237
573,5.73,10.94414233
572,5.72,6.854258091
571,5.71,8.293522395
570,5.7,11.63487585
569,5.69,9.829516979
568,5.68,7.277139717
567,5.67,9.909726544
566,5.66,11.93544629
565,5.65,6.669668943
564,5.64,7.969574036
563,5.63,8.176589626
562,5.62,7.487797703
561,5.61,6.827334149
560,5.6,7.471352875
559,5.59,7.242185184
558,5.58,7.827889238
557,5.57,9.897407355
556,5.56,8.296109393
555,5.55,9.840560163
554,5.54,8.62465778
553,5.53,9.012473562
552,5.52,7.071694334
551,5.51,10.68778078
550,5.5,9.950270219
549,5.49,11.40722429
548,5.48,12.65128507
547,5.47,12.65282177
546,5.46,11.80243551
545,5.45,9.595219313
544,5.44,11.3583037
543,5.43,9.333953348
542,5.42,9.799926003
541,5.41,11.0217909
540,5.4,10.6545264
539,5.39,12.44716032
538,5.38,11.24202833
537,5.37,13.40746299
536,5.36,13.54226214
535,5.35,13.19749846
534,5.34,12.01017381
533,5.33,11.55423443
532,5.32,10.74071045
531,5.31,11.66104819
530,5.3,12.4689786
529,5.29,11.47948976
528,5.28,11.10038183
527,5.27,14.43243046
526,5.26,15.4489456
525,5.25,13.07011832
524,5.24,13.41078209
523,5.23,14.2554386
522,5.22,11.88935542
521,5.21,12.8567576
520,5.2,14.96653894
519,5.19,16.44693398
518,5.18,15.18316797
517,5.17,12.87722492
516,5.16,13.42640795
515,5.15,12.40267172
514,5.14,14.20901103
513,5.13,17.70133162
512,5.12,18.82801619
511,5.11,20.11777168
510,5.1,19.59311373
509,5.09,19.7962004
508,5.08,20.03189357
507,5.07,19.6088784
506,5.06,18.43465272
505,5.05,18.73940755
504,5.04,14.06876684
503,5.03,13.72728721
502,5.02,15.3986497
501,5.01,14.94130294
500,5,15.902722
499,4.99,15.94000886
498,4.98,15.04726966
497,4.97,13.79483022
496,4.96,15.4439924
495,4.95,16.20634994
494,4.94,16.78335171
493,4.93,19.32260604
492,4.92,17.90114481
491,4.91,17.67313047
490,4.9,18.16679806
489,4.89,18.07385995
488,4.88,17.88398475
487,4.87,19.0251899
486,4.86,19.61913987
485,4.85,24.39132836
484,4.84,25.20406194
483,4.83,23.7755002
482,4.82,22.29077916
481,4.81,20.74295502
480,4.8,17.90171567
479,4.79,19.64948511
478,4.78,21.89138026
477,4.77,21.77393677
476,4.76,21.09357347
475,4.75,18.61111613
474,4.74,16.98461962
473,4.73,15.19672372
472,4.72,14.25318033
471,4.71,10.35781428
470,4.7,9.276261645
469,4.69,9.593755603
468,4.68,10.24412456
467,4.67,10.64217103
466,4.66,9.241532893
465,4.65,13.01267368
464,4.64,12.90040117
463,4.63,9.566065082
462,4.62,9.149090485
461,4.61,10.31045049
460,4.6,10.05840573
459,4.59,11.10196592
458,4.58,11.99168213
457,4.57,16.83430068
456,4.56,13.11189664
455,4.55,11.97561617
454,4.54,10.01524741
453,4.53,10.13238516
452,4.52,15.70143419
451,4.51,12.13902906
450,4.5,12.6576489
449,4.49,13.35621474
448,4.48,10.61515141
447,4.47,12.65912721
446,4.46,9.827345739
445,4.45,10.81225967
444,4.44,12.79316026
443,4.43,13.39552428
442,4.42,14.62048846
441,4.41,15.41348541
440,4.4,17.30125888
439,4.39,17.79718036
438,4.38,17.37035676
437,4.37,15.11241675
436,4.36,14.59617928
435,4.35,17.7494234
434,4.34,19.57711883
433,4.33,17.43277841
432,4.32,15.41348582
431,4.31,13.02273943
430,4.3,12.15425253
429,4.29,11.42379222
428,4.28,12.51903357
427,4.27,14.16407216
426,4.26,13.50558086
425,4.25,11.05217093
424,4.24,9.806796413
423,4.23,8.277244761
422,4.22,7.173900585
421,4.21,6.614204672
420,4.2,8.27790806
419,4.19,9.633098177
418,4.18,10.0584684
417,4.17,8.424273197
416,4.16,8.467446271
415,4.15,8.012863769
414,4.14,7.579498859
413,4.13,7.799502338
412,4.12,8.526957615
411,4.11,10.86437845
410,4.1,12.40622715
409,4.09,11.02934675
408,4.08,11.65953443
407,4.07,9.203410048
406,4.06,11.00847476
405,4.05,10.55760528
404,4.04,10.98979499
403,4.03,11.05220974
402,4.02,16.95950567
401,4.01,14.82529914
400,4,7.896844628
399,3.99,6.88400569
398,3.98,7.937404363
397,3.97,9.402524431
396,3.96,9.670845856
395,3.95,3.970121911
394,3.94,6.190756629
393,3.93,10.43010984
392,3.92,11.98666884
391,3.91,14.13778417
390,3.9,9.70614893
389,3.89,7.500683775
388,3.88,5.429382388
387,3.87,7.122011155
386,3.86,6.084020174
385,3.85,9.974947216
384,3.84,8.20945371
383,3.83,8.567093006
382,3.82,10.31343297
381,3.81,14.9537867
380,3.8,14.93296854
379,3.79,15.59326809
378,3.78,15.07592305
377,3.77,17.43935772
376,3.76,19.69460284
375,3.75,18.53789184
374,3.74,15.83417161
373,3.73,14.14682198
372,3.72,13.99453277
371,3.71,15.16799611
370,3.7,15.43816098
369,3.69,15.90160907
368,3.68,16.60150138
367,3.67,16.11353115
366,3.66,11.3434882
365,3.65,10.5687074
364,3.64,11.81104367
363,3.63,12.85635172
362,3.62,13.178724
361,3.61,13.38875926
360,3.6,12.37036338
359,3.59,12.68542326
358,3.58,12.78515303
357,3.57,11.75337228
356,3.56,10.67140286
355,3.55,11.47963295
354,3.54,13.65819724
353,3.53,13.70557199
352,3.52,13.32566669
351,3.51,13.65199298
350,3.5,14.35887245
349,3.49,15.05283611
348,3.48,16.5324428
347,3.47,16.44932906
346,3.46,16.83039432
345,3.45,12.88247994
344,3.44,11.31647881
343,3.43,9.08551503
342,3.42,8.972111187
341,3.41,12.54576303
340,3.4,11.95463128
339,3.39,7.862963532
338,3.38,8.1766712
337,3.37,7.087074699
336,3.36,5.170683908
335,3.35,8.964040333
334,3.34,9.961144711
333,3.33,10.11105865
332,3.32,11.35998837
331,3.31,11.068307
330,3.3,9.896476465
329,3.29,8.574121792
328,3.28,9.163639905
327,3.27,9.36692601
326,3.26,10.91244146
325,3.25,11.45688083
324,3.24,11.12530168
323,3.23,11.71509758
322,3.22,14.60724928
321,3.21,18.5632532
320,3.2,18.89454249
319,3.19,16.3756373
318,3.18,15.30587368
317,3.17,17.21313731
316,3.16,17.50579719
315,3.15,15.5806274
314,3.14,13.17176467
313,3.13,11.88193936
312,3.12,11.44662843
311,3.11,9.900225833
310,3.1,8.912058376
309,3.09,7.514264322
308,3.08,9.944853614
307,3.07,10.44680767
306,3.06,10.00211178
305,3.05,12.82911212
304,3.04,11.44821295
303,3.03,8.921804555
302,3.02,7.493307781
301,3.01,11.64639663
300,3,9.533312399
299,2.99,8.831353759
298,2.98,9.433410201
297,2.97,9.010970443
296,2.96,10.33356455
295,2.95,10.48085857
294,2.94,9.212502342
293,2.93,17.41680009
292,2.92,22.96840838
291,2.91,20.95732106
290,2.9,14.44103227
289,2.89,12.21721182
288,2.88,9.414720012
287,2.87,7.540704775
286,2.86,5.041387422
285,2.85,6.496554948
284,2.84,9.87422553
283,2.83,8.357605497
282,2.82,8.840819537
281,2.81,10.28230787
280,2.8,12.82224537
279,2.79,10.39382873
278,2.78,9.143929974
277,2.77,12.05463913
276,2.76,11.74296124
275,2.75,13.1154549
274,2.74,14.00195886
273,2.73,12.17558387
272,2.72,6.540859608
271,2.71,9.105555142
270,2.7,8.321085636
269,2.69,8.968417088
268,2.68,8.951923721
267,2.67,7.147436553
266,2.66,12.40757605
265,2.65,12.92335997
264,2.64,18.75847158
263,2.63,14.92195001
262,2.62,15.12432626
261,2.61,16.88463269
260,2.6,8.684287008
259,2.59,11.03399035
258,2.58,11.51829251
257,2.57,19.52190948
256,2.56,16.04486554
255,2.55,7.04388682
254,2.54,10.27533282
253,2.53,9.507633823
252,2.52,11.0261793
251,2.51,12.50360299
250,2.5,21.48557011
249,2.49,16.15824324
248,2.48,12.97563272
247,2.47,14.52567184
246,2.46,20.92037245
245,2.45,20.13892068
244,2.44,17.1262369
243,2.43,15.1808889
242,2.42,14.74760641
241,2.41,14.62451578
240,2.4,17.04222921
239,2.39,18.54554794
238,2.38,18.87761157
237,2.37,21.13489114
236,2.36,21.00473098
235,2.35,15.99677209
234,2.34,17.38827286
233,2.33,19.27234495
232,2.32,20.09682855
231,2.31,23.86136401
230,2.3,13.58234708
229,2.29,5.925669327
228,2.28,7.739035333
227,2.27,11.66316495
226,2.26,15.755108
225,2.25,10.59534185
224,2.24,10.89392725
223,2.23,12.85142821
222,2.22,12.14952888
221,2.21,13.13573472
220,2.2,16.88023691
219,2.19,17.87720633
218,2.18,20.43805448
217,2.17,19.47488714
216,2.16,19.41563651
215,2.15,15.60035159
214,2.14,15.96984153
213,2.13,19.34311981
212,2.12,14.40149432
211,2.11,11.33465845
210,2.1,14.74208995
209,2.09,12.51412406
208,2.08,9.638016992
207,2.07,9.670552837
206,2.06,10.98975642
205,2.05,10.71060599
204,2.04,10.33219942
203,2.03,14.2143774
202,2.02,14.72735353
201,2.01,14.85289306
200,2,13.69065864
199,1.99,12.39957093
198,1.98,11.36151805
197,1.97,11.9496793
196,1.96,14.68271998
195,1.95,14.01321713
194,1.94,13.25059237
193,1.93,15.68814113
192,1.92,16.24222727
191,1.91,16.54100623
190,1.9,17.24836023
189,1.89,17.14579417
188,1.88,13.55433113
187,1.87,11.54237764
186,1.86,16.3182545
185,1.85,17.21019158
184,1.84,16.85433139
183,1.83,15.35778115
182,1.82,19.34545621
181,1.81,17.5901288
180,1.8,14.98558989
179,1.79,16.48168204
178,1.78,8.493547467
177,1.77,10.20080223
176,1.76,9.251439498
175,1.75,9.947541503
174,1.74,13.23671312
173,1.73,18.48991809
172,1.72,21.27801485
171,1.71,20.36074857
170,1.7,18.48977561
169,1.69,18.71002569
168,1.68,17.82934353
167,1.67,17.70679081
166,1.66,18.41476931
165,1.65,19.76202258
164,1.64,21.71363646
163,1.63,20.81784149
162,1.62,19.37494257
161,1.61,17.16463393
160,1.6,14.54247477
159,1.59,19.54880392
158,1.58,16.33063195
157,1.57,6.901287845
156,1.56,7.91679255
155,1.55,10.45508016
154,1.54,11.52393823
153,1.53,15.88319538
152,1.52,12.64141121
151,1.51,12.07845728
150,1.5,8.121413107
149,1.49,10.70345478
148,1.48,13.9991434
147,1.47,10.92065603
146,1.46,11.06490262
145,1.45,14.92685732
144,1.44,17.10811868
143,1.43,14.29338334
142,1.42,8.49753748
141,1.41,8.376922233
140,1.4,8.716910219
139,1.39,11.2310469
138,1.38,10.64321285
137,1.37,13.93530773
136,1.36,11.02146049
135,1.35,8.960791619
134,1.34,8.705077033
133,1.33,8.772047093
132,1.32,13.49801295
131,1.31,14.49961336
130,1.3,14.84465383
129,1.29,15.84531502
128,1.28,13.67301752
127,1.27,12.62855531
126,1.26,15.90973921
125,1.25,16.54297385
124,1.24,18.34885621
123,1.23,17.5699717
122,1.22,19.09341983
121,1.21,18.92221424
120,1.2,19.71702532
119,1.19,19.42011098
118,1.18,18.57858357
117,1.17,17.70582987
116,1.16,19.05227408
115,1.15,20.63392166
114,1.14,22.30378412
113,1.13,21.50235717
112,1.12,20.9395943
111,1.11,22.12913263
110,1.1,18.64498444
109,1.09,16.50305639
108,1.08,13.95664089
107,1.07,15.31500313
106,1.06,15.96960755
105,1.05,16.53799167
104,1.04,16.87803479
103,1.03,17.07009347
102,1.02,15.87779029
101,1.01,15.22674575
100,1,14.3376157
99,0.99,13.49871139
98,0.98,15.33326547
97,0.97,7.897534973
96,0.96,9.774232612
95,0.95,11.39098991
94,0.94,7.176199719
93,0.93,7.876092043
92,0.92,9.637848758
91,0.91,12.5425297
90,0.9,13.71823384
89,0.89,13.82196028
88,0.88,11.77382883
87,0.87,9.237854947
86,0.86,7.353993339
85,0.85,9.331950114
84,0.84,8.997478945
83,0.83,9.573040901
82,0.82,8.04313927
81,0.81,9.525489941
80,0.8,10.65202306
79,0.79,11.06362652
78,0.78,11.04106134
77,0.77,14.0311151
76,0.76,14.01353761
75,0.75,11.35020714
74,0.74,10.26534112
73,0.73,10.50967703
72,0.72,10.91741658
71,0.71,9.132975096
70,0.7,9.093820894
69,0.69,8.934533044
68,0.68,11.03510072
67,0.67,11.58171814
66,0.66,12.96000043
65,0.65,14.51549047
64,0.64,12.37495241
63,0.63,13.11597615
62,0.62,14.43332279
61,0.61,15.11295309
60,0.6,18.81813412
59,0.59,17.38012264
58,0.58,15.41837366
57,0.57,14.99425638
56,0.56,12.99241068
55,0.55,12.9001654
54,0.54,13.75862157
53,0.53,14.9738303
52,0.52,12.9831748
51,0.51,12.97450268
50,0.5,12.38578903
49,0.49,14.81840133
48,0.48,13.99187826
47,0.47,12.59337174
46,0.46,10.35908311
45,0.45,15.15799192
44,0.44,16.53750178
43,0.43,13.92626763
42,0.42,12.15908226
41,0.41,10.18584996
40,0.4,8.194620272
39,0.39,5.225472168
38,0.38,4.559925145
37,0.37,6.607389745
36,0.36,7.177357303
35,0.35,9.287479854
34,0.34,11.34390889
33,0.33,11.05751268
32,0.32,10.92404207
31,0.31,11.69542261
30,0.3,8.272931666
29,0.29,9.816246468
28,0.28,9.057001353
27,0.27,7.596463887
26,0.26,6.191373652
25,0.25,6.202474273
24,0.24,9.934719966
23,0.23,12.29555116
22,0.22,11.48017189
21,0.21,11.28288041
20,0.2,11.85360144
19,0.19,12.45012142
18,0.18,10.41244225
17,0.17,11.32447635
16,0.16,11.14281486
15,0.15,11.68375102
14,0.14,12.63025128
13,0.13,11.98186572
12,0.12,10.86672318
11,0.11,8.217752828
10,0.1,7.158004315
9,0.09,8.583369252
8,0.08,10.07808027
7,0.07,12.20185483
6,0.06,9.96963552
5,0.05,10.5419608
4,0.04,13.70636328
3,0.03,14.00690108
2,0.02,11.87449705
1,0.01,9.284793289
0,0,7.960173296
