NODE_ID,STREAM_KM,CHANWIDTH
1538,15.38,15.09680714
1537,15.37,13.82914302
1536,15.36,15.05111094
1535,15.35,17.39533198
1534,15.34,19.28050894
1533,15.33,20.35959236
1532,15.32,20.31513433
1531,15.31,19.56326649
1530,15.3,19.68397505
1529,15.29,19.23968665
1528,15.28,17.92272333
1527,15.27,17.38578142
1526,15.26,17.01671139
1525,15.25,15.05814409
1524,15.24,13.62469361
1523,15.23,12.32496957
1522,15.22,13.21031444
1521,15.21,13.01935926
1520,15.2,14.57624632
1519,15.19,13.94561333
1518,15.18,14.80317575
1517,15.17,13.31754884
1516,15.16,12.100589
1515,15.15,13.32517621
1514,15.14,11.69211615
1513,15.13,12.1717395
1512,15.12,15.72477271
1511,15.11,16.26130416
1510,15.1,16.58970978
1509,15.09,14.43797661
1508,15.08,14.09146871
1507,15.07,14.24801154
1506,15.06,13.76990656
1505,15.05,13.23491193
1504,15.04,11.02977116
1503,15.03,7.641430118
1502,15.02,9.417165222
1501,15.01,10.22042383
1500,15,11.90372492
1499,14.99,11.85809681
1498,14.98,8.946628486
1497,14.97,7.549225106
1496,14.96,12.71035832
1495,14.95,13.84862809
1494,14.94,10.28573249
1493,14.93,12.90588839
1492,14.92,13.56116588
1491,14.91,13.99245476
1490,14.9,11.71617167
1489,14.89,12.95417371
1488,14.88,11.93593628
1487,14.87,14.02107757
1486,14.86,11.91442503
1485,14.85,15.1010331
1484,14.84,22.06786262
1483,14.83,19.57270804
1482,14.82,15.39754958
1481,14.81,14.67712505
1480,14.8,13.03583371
1479,14.79,11.04066456
1478,14.78,12.42317953
1477,14.77,10.26564596
1476,14.76,10.1884819
1475,14.75,12.03891516
1474,14.74,11.29506636
1473,14.73,12.97893072
1472,14.72,11.03858737
1471,14.71,7.545502593
1470,14.7,8.437365093
1469,14.69,9.767610848
1468,14.68,11.73579733
1467,14.67,12.19176354
1466,14.66,12.68656079
1465,14.65,13.6151992
1464,14.64,11.90721899
1463,14.63,9.998602664
1462,14.62,11.03083812
1461,14.61,11.80246597
1460,14.6,12.74136942
1459,14.59,14.94138193
1458,14.58,16.19618545
1457,14.57,16.70627245
1456,14.56,16.96073022
1455,14.55,14.99327759
1454,14.54,12.31966215
1453,14.53,13.82689445
1452,14.52,12.19736135
1451,14.51,12.41978723
1450,14.5,13.64047509
1449,14.49,15.54865712
1448,14.48,16.84693917
1447,14.47,17.13166598
1446,14.46,14.36184447
1445,14.45,11.65532331
1444,14.44,14.51634911
1443,14.43,21.19251602
1442,14.42,22.14556305
1441,14.41,13.3560228
1440,14.4,9.549882443
1439,14.39,9.195483166
1438,14.38,10.00543315
1437,14.37,8.272061836
1436,14.36,8.863980295
1435,14.35,10.65842423
1434,14.34,8.839471028
1433,14.33,15.77016714
1432,14.32,13.16201008
1431,14.31,9.233228348
1430,14.3,10.57596997
1429,14.29,10.23610937
1428,14.28,9.850479797
1427,14.27,10.11146601
1426,14.26,11.34565846
1425,14.25,11.37216038
1424,14.24,12.50055086
1423,14.23,10.27980511
1422,14.22,10.51053698
1421,14.21,11.87020672
1420,14.2,11.63200131
1419,14.19,10.54399581
1418,14.18,11.84334199
1417,14.17,13.85111763
1416,14.16,13.39434621
1415,14.15,10.39350725
1414,14.14,10.54544126
1413,14.13,13.62309071
1412,14.12,16.74315112
1411,14.11,22.14076828
1410,14.1,21.62387
1409,14.09,25.76203505
1408,14.08,23.8031007
1407,14.07,25.74509649
1406,14.06,20.00385439
1405,14.05,12.62875773
1404,14.04,10.27949491
1403,14.03,13.42280268
1402,14.02,13.44808507
1401,14.01,17.04414855
1400,14,20.3098155
1399,13.99,16.34122756
1398,13.98,13.11198259
1397,13.97,11.0315779
1396,13.96,10.28087107
1395,13.95,9.602201076
1394,13.94,10.88109116
1393,13.93,13.46459515
1392,13.92,8.513367061
1391,13.91,9.703637947
1390,13.9,10.10703163
1389,13.89,10.15248333
1388,13.88,8.94385959
1387,13.87,8.364818889
1386,13.86,10.07700314
1385,13.85,10.19608543
1384,13.84,11.98338807
1383,13.83,11.70159824
1382,13.82,10.18233519
1381,13.81,10.00371642
1380,13.8,10.82174121
1379,13.79,11.11304879
1378,13.78,11.34560795
1377,13.77,13.85171362
1376,13.76,11.42053421
1375,13.75,10.05120821
1374,13.74,9.76425401
1373,13.73,6.31276349
1372,13.72,4.814643338
1371,13.71,6.148018021
1370,13.7,6.631798271
1369,13.69,7.228759988
1368,13.68,11.30689933
1367,13.67,13.2177415
1366,13.66,6.545850554
1365,13.65,6.568225384
1364,13.64,9.877469963
1363,13.63,7.753683367
1362,13.62,7.720450896
1361,13.61,9.288045615
1360,13.6,6.822449533
1359,13.59,9.710383879
1358,13.58,12.25132888
1357,13.57,12.5657372
1356,13.56,10.78335459
1355,13.55,9.391673998
1354,13.54,10.87646876
1353,13.53,8.814706457
1352,13.52,4.722966737
1351,13.51,8.729459234
1350,13.5,7.275804706
1349,13.49,6.527756114
1348,13.48,8.264137425
1347,13.47,9.232169758
1346,13.46,9.814366197
1345,13.45,8.694474878
1344,13.44,9.472288646
1343,13.43,9.314452728
1342,13.42,9.108586452
1341,13.41,8.858141355
1340,13.4,9.644345937
1339,13.39,6.507289343
1338,13.38,6.35924623
1337,13.37,6.871590183
1336,13.36,10.36641287
1335,13.35,7.308143231
1334,13.34,8.638534088
1333,13.33,13.23982543
1332,13.32,14.96763806
1331,13.31,15.081338
1330,13.3,10.72692512
1329,13.29,12.91496813
1328,13.28,5.101083784
1327,13.27,5.489225084
1326,13.26,7.58944371
1325,13.25,8.575187287
1324,13.24,8.142565489
1323,13.23,8.400917622
1322,13.22,12.92743072
1321,13.21,13.37766727
1320,13.2,10.14070198
1319,13.19,8.86122953
1318,13.18,7.403342333
1317,13.17,7.604878636
1316,13.16,8.748323463
1315,13.15,11.98019549
1314,13.14,11.07567028
1313,13.13,10.79109118
1312,13.12,9.624463691
1311,13.11,8.706888846
1310,13.1,4.779957727
1309,13.09,7.037874946
1308,13.08,12.36416978
1307,13.07,16.04736824
1306,13.06,16.45461801
1305,13.05,15.91290247
1304,13.04,15.82251128
1303,13.03,15.70706379
1302,13.02,15.73716854
1301,13.01,16.9895628
1300,13,18.89932161
1299,12.99,18.51336833
1298,12.98,17.10601843
1297,12.97,16.12117219
1296,12.96,14.98093177
1295,12.95,14.93559922
1294,12.94,14.76429782
1293,12.93,14.60403133
1292,12.92,14.2329051
1291,12.91,14.03891394
1290,12.9,15.62879517
1289,12.89,15.73043535
1288,12.88,15.2013534
1287,12.87,15.83634885
1286,12.86,16.38511892
1285,12.85,16.3106593
1284,12.84,15.58881783
1283,12.83,13.73806656
1282,12.82,13.30441585
1281,12.81,13.93137784
1280,12.8,14.6854941
1279,12.79,15.01017459
1278,12.78,14.3280399
1277,12.77,15.0269251
1276,12.76,13.43316264
1275,12.75,12.9047326
1274,12.74,12.5844268
1273,12.73,13.4601486
1272,12.72,16.02049676
1271,12.71,15.45907761
1270,12.7,16.43282471
1269,12.69,17.29122714
1268,12.68,15.74274053
1267,12.67,11.9724112
1266,12.66,6.279320471
1265,12.65,5.779052975
1264,12.64,6.6324562
1263,12.63,6.531080389
1262,12.62,8.141246955
1261,12.61,11.46853684
1260,12.6,10.26373558
1259,12.59,9.212310437
1258,12.58,8.761067921
1257,12.57,9.65644836
1256,12.56,7.380479908
1255,12.55,7.861089335
1254,12.54,14.47735789
1253,12.53,18.95896935
1252,12.52,18.70352673
1251,12.51,18.0143941
1250,12.5,9.556315152
1249,12.49,3.079783693
1248,12.48,5.683732937
1247,12.47,4.426722644
1246,12.46,10.40397124
1245,12.45,9.742765707
1244,12.44,8.917952983
1243,12.43,8.185678285
1242,12.42,6.910281456
1241,12.41,7.263669939
1240,12.4,7.874456496
1239,12.39,7.82828255
1238,12.38,10.36515794
1237,12.37,9.135976921
1236,12.36,8.555770622
1235,12.35,6.86679551
1234,12.34,5.28070985
1233,12.33,9.527882312
1232,12.32,7.623288831
1231,12.31,10.46419706
1230,12.3,12.65072936
1229,12.29,14.01173287
1228,12.28,13.63136328
1227,12.27,12.08707167
1226,12.26,11.39630345
1225,12.25,12.12487277
1224,12.24,12.56947706
1223,12.23,10.40264379
1222,12.22,11.58901598
1221,12.21,12.85608094
1220,12.2,14.49233846
1219,12.19,14.89619171
1218,12.18,16.1518557
1217,12.17,11.14643502
1216,12.16,10.43963463
1215,12.15,9.76023004
1214,12.14,10.71425271
1213,12.13,11.10311293
1212,12.12,11.4248916
1211,12.11,10.4705546
1210,12.1,10.23841605
1209,12.09,10.21311122
1208,12.08,11.03962981
1207,12.07,11.15015284
1206,12.06,11.29119953
1205,12.05,11.79939576
1204,12.04,11.81615854
1203,12.03,13.32100182
1202,12.02,12.63350854
1201,12.01,12.9592053
1200,12,12.50069394
1199,11.99,11.73510163
1198,11.98,10.74118592
1197,11.97,8.878860143
1196,11.96,10.63863641
1195,11.95,13.07560235
1194,11.94,11.60075701
1193,11.93,15.16030972
1192,11.92,15.82058677
1191,11.91,16.13312621
1190,11.9,13.77304101
1189,11.89,11.60108943
1188,11.88,12.24902892
1187,11.87,14.52802063
1186,11.86,12.81173214
1185,11.85,13.5727552
1184,11.84,15.5642167
1183,11.83,14.5840459
1182,11.82,13.86498849
1181,11.81,13.0451921
1180,11.8,14.71566365
1179,11.79,11.29038984
1178,11.78,8.94808715
1177,11.77,11.571058
1176,11.76,13.50194829
1175,11.75,16.32322332
1174,11.74,19.4028201
1173,11.73,15.84794171
1172,11.72,11.78569517
1171,11.71,7.747548207
1170,11.7,6.650069065
1169,11.69,4.574208572
1168,11.68,5.238226994
1167,11.67,6.444231337
1166,11.66,7.167338598
1165,11.65,7.234959292
1164,11.64,5.691880753
1163,11.63,6.099822868
1162,11.62,5.519692957
1161,11.61,7.744868864
1160,11.6,7.086308462
1159,11.59,6.108241915
1158,11.58,6.8551991
1157,11.57,9.443780514
1156,11.56,8.262070535
1155,11.55,10.33906975
1154,11.54,12.34293158
1153,11.53,13.50283023
1152,11.52,11.47699172
1151,11.51,11.00088768
1150,11.5,9.877339757
1149,11.49,7.777959474
1148,11.48,11.52530472
1147,11.47,11.10476037
1146,11.46,13.09858739
1145,11.45,14.2930773
1144,11.44,13.35090188
1143,11.43,15.08960638
1142,11.42,15.34611707
1141,11.41,16.92294235
1140,11.4,18.17397573
1139,11.39,19.7237095
1138,11.38,18.26992466
1137,11.37,17.91030413
1136,11.36,16.34018677
1135,11.35,14.56669746
1134,11.34,15.01908378
1133,11.33,12.13232661
1132,11.32,12.95676465
1131,11.31,14.94596371
1130,11.3,15.17264724
1129,11.29,7.810044073
1128,11.28,5.029432534
1127,11.27,4.839951924
1126,11.26,4.806063415
1125,11.25,4.339334326
1124,11.24,6.144463245
1123,11.23,5.466289138
1122,11.22,6.034693456
1121,11.21,6.926933654
1120,11.2,6.649500788
1119,11.19,7.957641912
1118,11.18,8.644049652
1117,11.17,10.05803007
1116,11.16,9.937751809
1115,11.15,10.74794831
1114,11.14,8.113360731
1113,11.13,7.270851025
1112,11.12,8.082805252
1111,11.11,7.556364485
1110,11.1,6.014237207
1109,11.09,8.562379594
1108,11.08,10.87716654
1107,11.07,8.613476869
1106,11.06,11.1908336
1105,11.05,8.376599651
1104,11.04,11.71520138
1103,11.03,10.1958128
1102,11.02,8.514283981
1101,11.01,11.89243018
1100,11,11.99056465
1099,10.99,10.09929278
1098,10.98,11.12609389
1097,10.97,9.660362272
1096,10.96,12.9417686
1095,10.95,8.354341632
1094,10.94,9.669334695
1093,10.93,8.826595479
1092,10.92,7.549028613
1091,10.91,10.59888615
1090,10.9,10.37105621
1089,10.89,9.788982989
1088,10.88,11.63668032
1087,10.87,15.03829886
1086,10.86,17.72690646
1085,10.85,14.113963
1084,10.84,16.6842543
1083,10.83,16.72221345
1082,10.82,18.62322124
1081,10.81,20.02642561
1080,10.8,19.53321785
1079,10.79,19.42734434
1078,10.78,19.92408831
1077,10.77,18.82759941
1076,10.76,17.68712475
1075,10.75,18.45811297
1074,10.74,20.85440304
1073,10.73,19.50088077
1072,10.72,20.2536018
1071,10.71,18.82403453
1070,10.7,16.5764497
1069,10.69,16.12003052
1068,10.68,12.8280699
1067,10.67,9.979216574
1066,10.66,11.87016904
1065,10.65,14.67180051
1064,10.64,14.33200302
1063,10.63,16.8778733
1062,10.62,20.57644201
1061,10.61,22.46208074
1060,10.6,22.07008566
1059,10.59,23.50444529
1058,10.58,23.88634647
1057,10.57,21.88720711
1056,10.56,22.55418707
1055,10.55,21.85408335
1054,10.54,21.61524616
1053,10.53,21.07109477
1052,10.52,20.05160842
1051,10.51,19.7385317
1050,10.5,17.70548684
1049,10.49,17.22821079
1048,10.48,17.13163847
1047,10.47,17.81127125
1046,10.46,17.35690303
1045,10.45,17.41524193
1044,10.44,17.63120712
1043,10.43,17.13148084
1042,10.42,16.6533834
1041,10.41,18.26080734
1040,10.4,16.63617476
1039,10.39,18.62350828
1038,10.38,20.54544872
1037,10.37,21.68811522
1036,10.36,20.63073267
1035,10.35,16.26790568
1034,10.34,13.64957438
1033,10.33,10.57488265
1032,10.32,11.31883454
1031,10.31,8.55454982
1030,10.3,8.444609134
1029,10.29,7.233376498
1028,10.28,11.10566589
1027,10.27,12.02912915
1026,10.26,9.421537401
1025,10.25,6.821598041
1024,10.24,8.468540572
1023,10.23,9.254031234
1022,10.22,10.8675521
1021,10.21,8.725961132
1020,10.2,5.60789998
1019,10.19,5.987430707
1018,10.18,8.140697312
1017,10.17,8.436182798
1016,10.16,8.47202895
1015,10.15,9.824542637
1014,10.14,7.146281207
1013,10.13,8.943404599
1012,10.12,12.54546665
1011,10.11,8.373957752
1010,10.1,11.36853474
1009,10.09,8.894335416
1008,10.08,7.041344549
1007,10.07,7.884565415
1006,10.06,5.767230062
1005,10.05,5.71491858
1004,10.04,8.955050113
1003,10.03,11.54075832
1002,10.02,8.930853862
1001,10.01,9.368928236
1000,10,9.429966325
999,9.99,13.31625635
998,9.98,13.50421303
997,9.97,13.40434972
996,9.96,16.50806704
995,9.95,18.63127882
994,9.94,19.66011084
993,9.93,18.12701244
992,9.92,16.96667404
991,9.91,15.77227234
990,9.9,13.82692087
989,9.89,15.19131077
988,9.88,17.34817035
987,9.87,18.2754153
986,9.86,20.18893052
985,9.85,18.75776591
984,9.84,16.69726542
983,9.83,16.01390117
982,9.82,15.83104838
981,9.81,16.21972535
980,9.8,13.64124438
979,9.79,15.68036345
978,9.78,13.9704248
977,9.77,13.16252507
976,9.76,12.69328396
975,9.75,15.88296877
974,9.74,15.13647584
973,9.73,15.33207518
972,9.72,13.92527038
971,9.71,12.78645059
970,9.7,14.45227764
969,9.69,15.95787727
968,9.68,15.76161716
967,9.67,12.73297831
966,9.66,11.11002835
965,9.65,15.02061286
964,9.64,16.51180105
963,9.63,15.74974259
962,9.62,21.12039192
961,9.61,14.11471925
960,9.6,6.052150667
959,9.59,8.112451839
958,9.58,9.926942999
957,9.57,9.436232982
956,9.56,12.33729402
955,9.55,14.60276056
954,9.54,11.97795238
953,9.53,11.36881902
952,9.52,15.33590263
951,9.51,15.4755416
950,9.5,14.76762745
949,9.49,12.46518864
948,9.48,6.63410432
947,9.47,6.778706192
946,9.46,7.19425198
945,9.45,9.084309866
944,9.44,11.75887132
943,9.43,11.90643886
942,9.42,12.48714598
941,9.41,18.67857533
940,9.4,17.85876769
939,9.39,16.87770863
938,9.38,18.00669398
937,9.37,17.10725687
936,9.36,17.16886848
935,9.35,15.99026049
934,9.34,15.74647983
933,9.33,15.23518395
932,9.32,18.15945871
931,9.31,18.09375651
930,9.3,17.66745995
929,9.29,21.18731343
928,9.28,21.23878403
927,9.27,20.47358558
926,9.26,21.52278341
925,9.25,23.14399732
924,9.24,23.63610376
923,9.23,24.06367625
922,9.22,21.58946356
921,9.21,18.87008952
920,9.2,16.97690823
919,9.19,14.81119667
918,9.18,13.362858
917,9.17,12.97378034
916,9.16,10.3362786
915,9.15,9.849020049
914,9.14,10.68951018
913,9.13,7.21974785
912,9.12,5.511281331
911,9.11,6.739593729
910,9.1,7.25867806
909,9.09,6.40594083
908,9.08,8.368494335
907,9.07,7.544843791
906,9.06,6.832980402
905,9.05,6.964879391
904,9.04,9.249197028
903,9.03,10.38856421
902,9.02,7.226628083
901,9.01,7.716595696
900,9,7.623661245
899,8.99,6.739647443
898,8.98,9.432866629
897,8.97,10.83933905
896,8.96,8.608551066
895,8.95,6.595041215
894,8.94,6.81812997
893,8.93,4.792996407
892,8.92,6.537311303
891,8.91,7.392019773
890,8.9,8.522943225
889,8.89,9.879642127
888,8.88,9.22510037
887,8.87,10.37100837
886,8.86,9.221729788
885,8.85,9.585267026
884,8.84,7.369733722
883,8.83,8.208370696
882,8.82,6.816244946
881,8.81,7.912881049
880,8.8,6.787692442
879,8.79,6.2723487
878,8.78,6.695907851
877,8.77,10.14479261
876,8.76,8.56929766
875,8.75,10.01477626
874,8.74,8.084428785
873,8.73,6.194785349
872,8.72,9.267263164
871,8.71,6.770107444
870,8.7,7.34573849
869,8.69,7.73233576
868,8.68,5.765865752
867,8.67,7.865022047
866,8.66,7.744201533
865,8.65,4.950324044
864,8.64,5.628279449
863,8.63,6.493017287
862,8.62,6.383290657
861,8.61,9.36946136
860,8.6,5.948245566
859,8.59,4.992572295
858,8.58,6.634864592
857,8.57,7.768663216
856,8.56,6.644957645
855,8.55,7.397297196
854,8.54,7.761379964
853,8.53,8.400814821
852,8.52,12.99108255
851,8.51,12.6956629
850,8.5,6.22476277
849,8.49,7.694387999
848,8.48,9.50391972
847,8.47,10.35040055
846,8.46,9.219090386
845,8.45,11.10854299
844,8.44,9.990792413
843,8.43,8.694851064
842,8.42,8.219787259
841,8.41,9.968591008
840,8.4,11.95377226
839,8.39,12.41538238
838,8.38,10.05367679
837,8.37,7.207560585
836,8.36,6.821013823
835,8.35,10.53337389
834,8.34,16.94924022
833,8.33,16.73348312
832,8.32,9.293076
831,8.31,9.08202136
830,8.3,10.77184127
829,8.29,10.45007665
828,8.28,13.91392427
827,8.27,14.06633689
826,8.26,14.82197757
825,8.25,15.25094197
824,8.24,13.74245841
823,8.23,13.06410034
822,8.22,15.59129375
821,8.21,17.02488836
820,8.2,10.8936026
819,8.19,12.24219592
818,8.18,15.21495352
817,8.17,13.28180726
816,8.16,10.27074463
815,8.15,10.81954086
814,8.14,12.09473091
813,8.13,11.68168778
812,8.12,12.92096841
811,8.11,14.77828464
810,8.1,16.79864309
809,8.09,16.16535833
808,8.08,15.64370003
807,8.07,16.8472144
806,8.06,18.05778016
805,8.05,18.39952108
804,8.04,17.47097762
803,8.03,19.6723916
802,8.02,18.81636926
801,8.01,18.80079852
800,8,18.38864557
799,7.99,16.69523234
798,7.98,14.32047755
797,7.97,15.86216765
796,7.96,18.30150842
795,7.95,18.83029488
794,7.94,19.27053773
793,7.93,17.16120876
792,7.92,11.50883401
791,7.91,14.57021265
790,7.9,12.06203944
789,7.89,10.60159433
788,7.88,13.42824135
787,7.87,13.28418893
786,7.86,11.75593126
785,7.85,12.70877506
784,7.84,15.99579526
783,7.83,19.5828168
782,7.82,20.12893053
781,7.81,19.15903944
780,7.8,16.33219142
779,7.79,14.93425746
778,7.78,17.66885145
777,7.77,16.58723165
776,7.76,16.49810561
775,7.75,15.7741229
774,7.74,19.91653591
773,7.73,15.23272435
772,7.72,8.34229587
771,7.71,17.59020132
770,7.7,12.71557469
769,7.69,6.693286811
768,7.68,10.70723338
767,7.67,11.06149763
766,7.66,10.99811905
765,7.65,20.11978662
764,7.64,23.21211877
763,7.63,21.47522396
762,7.62,22.11005599
761,7.61,23.33152848
760,7.6,25.98320121
759,7.59,15.79021507
758,7.58,8.233516793
