DATETIME,FLOW1,TEMPERATURE1
7/1/2023 0:00,0.044703758169934646,16.74509432
7/1/2023 1:00,0.044703758169934646,16.36710362
7/1/2023 2:00,0.044703758169934646,16.06896869
7/1/2023 3:00,0.044703758169934646,15.75836663
7/1/2023 4:00,0.044703758169934646,15.43529746
7/1/2023 5:00,0.044703758169934646,15.14540611
7/1/2023 6:00,0.044703758169934646,14.93629358
7/1/2023 7:00,0.044703758169934646,14.83202305
7/1/2023 8:00,0.044703758169934646,14.92341694
7/1/2023 9:00,0.044703758169934646,15.18739307
7/1/2023 10:00,0.044703758169934646,15.76249071
7/1/2023 11:00,0.044703758169934646,16.49538991
7/1/2023 12:00,0.044703758169934646,17.38841014
7/1/2023 13:00,0.044703758169934646,18.21033767
7/1/2023 14:00,0.044703758169934646,18.52872179
7/1/2023 15:00,0.044703758169934646,18.88450726
7/1/2023 16:00,0.044703758169934646,19.29243325
7/1/2023 17:00,0.044703758169934646,19.41195191
7/1/2023 18:00,0.044703758169934646,19.31318546
7/1/2023 19:00,0.044703758169934646,19.01371203
7/1/2023 20:00,0.044703758169934646,18.47519077
7/1/2023 21:00,0.044703758169934646,17.88128646
7/1/2023 22:00,0.044703758169934646,17.28779167
7/1/2023 23:00,0.044703758169934646,16.76122399
7/2/2023 0:00,0.04494087009803922,16.23465632
7/2/2023 1:00,0.04494087009803922,15.77495783
7/2/2023 2:00,0.04494087009803922,15.38403849
7/2/2023 3:00,0.04494087009803922,14.99167663
7/2/2023 4:00,0.04494087009803922,14.62291051
7/2/2023 5:00,0.04494087009803922,14.26377849
7/2/2023 6:00,0.04494087009803922,13.99743087
7/2/2023 7:00,0.04494087009803922,13.92819019
7/2/2023 8:00,0.04494087009803922,14.14837934
7/2/2023 9:00,0.04494087009803922,14.63120611
7/2/2023 10:00,0.04494087009803922,15.64755309
7/2/2023 11:00,0.04494087009803922,16.89831484
7/2/2023 12:00,0.04494087009803922,18.44660448
7/2/2023 13:00,0.04494087009803922,20.07233231
7/2/2023 14:00,0.04494087009803922,21.03537667
7/2/2023 15:00,0.04494087009803922,21.54711167
7/2/2023 16:00,0.04494087009803922,21.82024987
7/2/2023 17:00,0.04494087009803922,21.90746175
7/2/2023 18:00,0.04494087009803922,21.47825359
7/2/2023 19:00,0.04494087009803922,20.86636164
7/2/2023 20:00,0.04494087009803922,20.12624592
7/2/2023 21:00,0.04494087009803922,19.37175905
7/2/2023 22:00,0.04494087009803922,18.57440824
7/2/2023 23:00,0.04494087009803922,17.832798
7/3/2023 0:00,0.04391754493464053,17.12349454
7/3/2023 1:00,0.04391754493464053,16.49352738
7/3/2023 2:00,0.04391754493464053,15.895867
7/3/2023 3:00,0.04391754493464053,15.35451865
7/3/2023 4:00,0.04391754493464053,14.85834779
7/3/2023 5:00,0.04391754493464053,14.39535475
7/3/2023 6:00,0.04391754493464053,13.91804256
7/3/2023 7:00,0.04391754493464053,13.861269
7/3/2023 8:00,0.04391754493464053,14.09299628
7/3/2023 9:00,0.04391754493464053,14.75031525
7/3/2023 10:00,0.04391754493464053,15.99555649
7/3/2023 11:00,0.04391754493464053,17.35703234
7/3/2023 12:00,0.04391754493464053,18.8480869
7/3/2023 13:00,0.04391754493464053,20.43037933
7/3/2023 14:00,0.04391754493464053,21.49497115
7/3/2023 15:00,0.04391754493464053,22.08510296
7/3/2023 16:00,0.04391754493464053,22.40393811
7/3/2023 17:00,0.04391754493464053,22.28388949
7/3/2023 18:00,0.04391754493464053,21.95303826
7/3/2023 19:00,0.04391754493464053,21.35361343
7/3/2023 20:00,0.04391754493464053,20.52030379
7/3/2023 21:00,0.04391754493464053,19.78982217
7/3/2023 22:00,0.04391754493464053,19.17422616
7/3/2023 23:00,0.04391754493464053,18.7418854
7/4/2023 0:00,0.04699520016339869,18.28362943
7/4/2023 1:00,0.04699520016339869,17.93062497
7/4/2023 2:00,0.04699520016339869,17.53146204
7/4/2023 3:00,0.04699520016339869,17.20885439
7/4/2023 4:00,0.04699520016339869,16.77182858
7/4/2023 5:00,0.04699520016339869,16.3352643
7/4/2023 6:00,0.04699520016339869,15.91941072
7/4/2023 7:00,0.04699520016339869,15.6420385
7/4/2023 8:00,0.04699520016339869,15.86263716
7/4/2023 9:00,0.04699520016339869,16.27292871
7/4/2023 10:00,0.04699520016339869,16.67029162
7/4/2023 11:00,0.04699520016339869,17.64176662
7/4/2023 12:00,0.04699520016339869,18.91818812
7/4/2023 13:00,0.04699520016339869,19.19697777
7/4/2023 14:00,0.04699520016339869,20.46081765
7/4/2023 15:00,0.04699520016339869,20.71459414
7/4/2023 16:00,0.04699520016339869,20.95590351
7/4/2023 17:00,0.04699520016339869,21.1072615
7/4/2023 18:00,0.04699520016339869,20.91530113
7/4/2023 19:00,0.04699520016339869,20.45106311
7/4/2023 20:00,0.04699520016339869,19.88116406
7/4/2023 21:00,0.04699520016339869,19.26376803
7/4/2023 22:00,0.04699520016339869,18.68094033
7/4/2023 23:00,0.04699520016339869,18.0976511
7/5/2023 0:00,0.05362377450980393,17.57252594
7/5/2023 1:00,0.05362377450980393,17.1392042
7/5/2023 2:00,0.05362377450980393,16.71366452
7/5/2023 3:00,0.05362377450980393,16.40450498
7/5/2023 4:00,0.05362377450980393,16.11605614
7/5/2023 5:00,0.05362377450980393,15.87232327
7/5/2023 6:00,0.05362377450980393,15.65311511
7/5/2023 7:00,0.05362377450980393,15.68773545
7/5/2023 8:00,0.05362377450980393,15.67526833
7/5/2023 9:00,0.05362377450980393,15.98587039
