SmallerShapefile,1,2,3,TotalArea
autocatchment4326_0.0.shp,16.710253341609565,33.896154519537156,128.1532245288236,178.75963238997033
autocatchment4326_1.0.shp,16.694246245041267,33.89615451953299,128.1532245288236,178.74362529339788
autocatchment4326_10.0.shp,16.539393621482528,33.73711741853104,128.0258657157542,178.3023767557678
autocatchment4326_100.0.shp,8.791237835081613,18.86623442260185,81.34339326223656,109.00086551992003
autocatchment4326_101.0.shp,8.74232895035323,18.82265123337304,81.2066780242044,108.77165820793067
autocatchment4326_102.0.shp,8.61024462550058,18.092884016768178,78.72304407933737,105.42617272160612
autocatchment4326_103.0.shp,8.579959933865362,18.07624612003349,78.72198928740407,105.37819534130293
autocatchment4326_104.0.shp,8.558885564119773,18.074100253728844,78.72198928740407,105.35497510525269
autocatchment4326_105.0.shp,8.517983222082325,18.02233280977553,78.67641863734495,105.21673466920281
autocatchment4326_106.0.shp,8.478071759779068,17.98915382512595,78.65732498900155,105.12455057390656
autocatchment4326_107.0.shp,8.390625393232968,17.73113807426398,77.77497546733532,103.89673893483227
autocatchment4326_108.0.shp,8.382616330985076,17.729997885190674,77.77497546733532,103.88758968351107
autocatchment4326_109.0.shp,8.26277945449494,17.359923244965923,76.72809140272891,102.35079410218977
autocatchment4326_11.0.shp,16.522924904817245,33.73711741853104,128.0258657157542,178.28590803910248
autocatchment4326_110.0.shp,8.25264228653384,17.353223174071438,76.72809140272891,102.33395686333418
autocatchment4326_111.0.shp,8.229440192135042,17.30089336584002,76.72789564891275,102.25822920688782
autocatchment4326_112.0.shp,8.22444294599829,17.30089336584002,76.72789564891275,102.25323196075107
autocatchment4326_113.0.shp,8.204531463065063,17.223491048105892,76.70243384816152,102.13045635933247
autocatchment4326_114.0.shp,8.198503208841746,17.209386034537868,76.69758131072915,102.10547055410876
autocatchment4326_115.0.shp,8.182706785065667,17.18802178973864,76.69069073504777,102.06141930985208
autocatchment4326_116.0.shp,8.174473674155557,17.158652604791833,76.68324357742432,102.01636985637171
autocatchment4326_117.0.shp,8.153824511927844,17.12161789192418,76.66559024385595,101.94103264770797
autocatchment4326_118.0.shp,8.135547927428908,17.10205031867313,76.6586165273605,101.89621477346253
autocatchment4326_119.0.shp,7.938295136375086,16.516039642867966,73.58902750392625,98.0433622831693
autocatchment4326_12.0.shp,16.45426232540703,33.655105742256204,128.023479363792,178.13284743145525
autocatchment4326_120.0.shp,7.848962403738341,16.47999217415881,73.58902749767897,97.91798207557612
autocatchment4326_121.0.shp,7.84683012509538,16.469612125196623,73.58585723886266,97.90229948915466
autocatchment4326_122.0.shp,7.8440545846850185,16.45982106512905,73.58181879568373,97.88569444549779
autocatchment4326_123.0.shp,7.843386891001372,16.443612053591934,73.56725347556218,97.85425242015549
autocatchment4326_124.0.shp,7.8379780600979405,16.43176984469511,73.55729097494043,97.82703887973348
autocatchment4326_125.0.shp,7.817379174914,16.39785302543729,73.54754127370772,97.762773474059
autocatchment4326_126.0.shp,7.809890318642405,16.397424065916415,73.54754127370772,97.75485565826654
autocatchment4326_127.0.shp,7.7989252990708815,16.390862632828586,73.54754127370772,97.73732920560718
autocatchment4326_128.0.shp,7.689218037139547,16.1782963225221,73.3363441119572,97.20385847161884
autocatchment4326_129.0.shp,7.686164396474188,16.170127061299628,73.3363441119572,97.19263556973101
