SmallerShapefile,1,2,3,TotalArea
autocatchment4326_13.0.shp,16.43641320743312,33.64660426154651,128.02281973763988,178.1058372066195
autocatchment4326_130.0.shp,7.683173753954705,16.160818781513516,73.3363441119572,97.18033664742542
autocatchment4326_131.0.shp,7.680065179792647,16.15354012821181,73.33512436328044,97.1687296712849
autocatchment4326_132.0.shp,7.663428922525123,16.123819513901868,73.33282520923385,97.12007364566084
autocatchment4326_133.0.shp,7.63574823238668,16.04354929955879,73.21057281179911,96.88987034374458
autocatchment4326_134.0.shp,7.6097856573986995,15.94284566305759,73.1408617552865,96.69349307574278
autocatchment4326_135.0.shp,7.587422460620644,15.93384907347718,73.1408617552865,96.66213328938431
autocatchment4326_136.0.shp,7.506707144445541,15.692910336424134,72.86995621523131,96.06957369610099
autocatchment4326_137.0.shp,7.496669346198364,15.68650937076243,72.86933149966363,96.05251021662443
autocatchment4326_138.0.shp,0.43508794960822433,1.3081311695652484,5.586217905790696,7.329437024964169
autocatchment4326_139.0.shp,7.012735650584284,14.341227692932787,67.21546057655767,88.56942392007474
autocatchment4326_14.0.shp,16.38988668371024,33.604787404617674,128.00458846734122,177.99926255566913
autocatchment4326_140.0.shp,6.981700211373276,14.32568620940725,67.21546057655767,88.5228469973382
autocatchment4326_141.0.shp,6.941405840210036,14.301574023692986,67.21546057655767,88.45844044046069
autocatchment4326_142.0.shp,6.921165895528703,14.288675503071186,67.21385919329109,88.42370059189098
autocatchment4326_143.0.shp,6.910576753777864,14.268267786242962,67.20458273074802,88.38342727076883
autocatchment4326_144.0.shp,6.875379269172847,14.235391787092691,67.2029483291306,88.31371938539614
autocatchment4326_145.0.shp,6.870502134633688,14.230072672558912,67.20207742024554,88.30265222743814
autocatchment4326_146.0.shp,0.5114428965513294,1.8530876193852506,5.999341122867476,8.363871638804056
autocatchment4326_147.0.shp,6.331094636164116,12.369950760365626,61.202459090525124,79.90350448705487
autocatchment4326_148.0.shp,6.315351987055941,12.36886261224366,61.202459090525124,79.88667368982473
autocatchment4326_149.0.shp,6.286306885108388,12.358021251658926,61.202459090525124,79.84678722729244
autocatchment4326_15.0.shp,15.526761813924912,30.597312817287314,121.43387444648282,167.55794907769504
autocatchment4326_150.0.shp,6.254210372685606,12.32332777828176,61.201082263263,79.77862041423036
autocatchment4326_151.0.shp,6.228889341455578,12.284921040770294,61.19026599681546,79.70407637904134
autocatchment4326_152.0.shp,6.2079952167246635,12.250950790815137,61.187262164888466,79.64620817242826
autocatchment4326_153.0.shp,6.18668045867627,12.16675165081658,61.15452779928099,79.50795990877384
autocatchment4326_154.0.shp,6.17288187770083,12.109649789305402,61.14120285355999,79.42373452056623
autocatchment4326_155.0.shp,6.161183324019584,12.097091630322495,61.128340747907515,79.3866157022496
autocatchment4326_156.0.shp,6.1421366241513375,12.079806665111747,61.11387500880136,79.33581829806444
autocatchment4326_157.0.shp,6.125335861183088,12.065383829518227,61.10298558480197,79.29370527550329
autocatchment4326_158.0.shp,6.076611620159444,11.92713201814322,60.8433186173494,78.84706225565206
autocatchment4326_159.0.shp,6.06707893599144,11.924061953244264,60.8433186173494,78.8344595065851
autocatchment4326_16.0.shp,15.500130081298446,30.595395246444305,121.43387444672169,167.52939977446442
autocatchment4326_160.0.shp,5.8595671855342255,11.078675008479019,58.050346519345666,74.98858871335891
autocatchment4326_161.0.shp,5.849941895915671,11.077849451971655,58.050346519345666,74.97813786723299
autocatchment4326_162.0.shp,5.8369142973936,11.071051358884064,58.050346519345666,74.95831217562333
autocatchment4326_163.0.shp,5.813309032735822,11.041216542931698,58.048845096131416,74.90337067179894
autocatchment4326_164.0.shp,5.821187905490961,11.069718720054093,58.050346519345666,74.94125314489072
autocatchment4326_165.0.shp,5.759026597497436,10.970894056348817,58.03359749455589,74.76351814840214
autocatchment4326_166.0.shp,0.06226636030097461,0.22329709132735379,0.3876865766853716,0.6732500283137
autocatchment4326_167.0.shp,5.6840396183934,10.680865360034442,57.62017119990294,73.98507617833079
autocatchment4326_168.0.shp,5.674909387356117,10.67339864745269,57.62017119990294,73.96847923471175
autocatchment4326_169.0.shp,5.639160479409377,10.610353566122567,57.56314174598449,73.81265579151643
autocatchment4326_17.0.shp,15.49762964453415,30.5452657753631,121.41193502481795,167.45483044471518
autocatchment4326_170.0.shp,5.621747748366978,10.606866996898775,57.56314174598449,73.79175649125024
autocatchment4326_171.0.shp,5.6138098788185005,10.593912115874332,57.56159840558211,73.76932040027495
autocatchment4326_172.0.shp,5.585103718228025,10.556633605076655,57.5557430583322,73.69748038163688
autocatchment4326_173.0.shp,5.574878575817364,10.551149673175667,57.55378036527033,73.67980861426335
autocatchment4326_174.0.shp,4.277362784372261,7.473770724894899,48.57835660210065,60.329490111367804
autocatchment4326_175.0.shp,4.265671353172005,7.458350456806178,48.57611807101987,60.30013988099805
autocatchment4326_176.0.shp,4.241180592396545,7.418043227436154,48.56385423520745,60.22307805504015
autocatchment4326_177.0.shp,4.219433414568003,7.393770006227118,48.53273618685872,60.145939607653844
autocatchment4326_178.0.shp,4.201568673086058,7.37311642493439,48.53068869773333,60.10537379575378
autocatchment4326_179.0.shp,3.780758789269773,6.570143675271002,42.74379182127963,53.0946942858204
autocatchment4326_18.0.shp,15.494344588184195,30.537777398078504,121.41193502481795,167.44405701108064
autocatchment4326_180.0.shp,3.7584674707462917,6.456922466489372,42.51486340871354,52.7302533459492
autocatchment4326_181.0.shp,3.729384545582729,6.447752559239545,42.51485704675514,52.69199415157741
autocatchment4326_182.0.shp,3.7162051512088285,6.434680412183222,42.51252970768825,52.663415271080304
autocatchment4326_183.0.shp,3.7076628405593235,6.434003689110675,42.51252970768825,52.65419623735825
autocatchment4326_184.0.shp,3.695816318944644,6.425455493168072,42.50887867738765,52.630150489500366
autocatchment4326_185.0.shp,3.6635809743078385,6.381013124014794,42.478311301754324,52.52290540007696
autocatchment4326_19.0.shp,15.398149941235332,30.49219061094736,121.41066793731976,167.30100848950246
autocatchment4326_2.0.shp,16.68734741581344,33.88796983812171,128.1532245288236,178.72854178275878
autocatchment4326_20.0.shp,15.39534640061521,30.476249872016464,121.40617249292484,167.27776876555652
autocatchment4326_21.0.shp,15.35723206581977,30.45511216975868,121.40609661513884,167.2184408507173
autocatchment4326_22.0.shp,15.35174697647839,30.319846982139822,121.3266829323952,166.9982768910134
autocatchment4326_23.0.shp,15.329838807524634,30.31205350588337,121.3266829323952,166.9685752458032
autocatchment4326_24.0.shp,15.051712866835688,29.079404394149815,119.92176841484059,164.05288567582608
autocatchment4326_25.0.shp,15.0327840312563,29.079404394149815,119.92176841484059,164.0339568402467
autocatchment4326_26.0.shp,15.02021576875717,29.078737932052004,119.92176841484059,164.02072211564976
autocatchment4326_27.0.shp,14.454308199409786,27.68126969865976,116.30267893351386,158.4382568315834
autocatchment4326_28.0.shp,14.431503204383738,27.651906449789145,116.30267893351386,158.38608858768674
autocatchment4326_29.0.shp,14.419653915998207,27.651906449789145,116.30267893351386,158.37423929930122
autocatchment4326_3.0.shp,16.667818902752668,33.77239590064012,128.03384728832071,178.4740620917135
autocatchment4326_30.0.shp,14.363999912699708,27.521905056719994,116.30267893351386,158.18858390293354
autocatchment4326_31.0.shp,14.356921291505657,27.521905056719994,116.30267893351386,158.1815052817395
autocatchment4326_32.0.shp,14.33990877546323,27.51122167702391,116.30198455551391,158.15311500800107
autocatchment4326_33.0.shp,14.312551977025606,27.505167533557728,116.30184999888858,158.11956950947192
autocatchment4326_34.0.shp,14.28586786169081,27.504307747983784,116.30184999888858,158.09202560856318
autocatchment4326_35.0.shp,14.273942227683206,27.504307747987525,116.30184999888858,158.08009997455932
autocatchment4326_36.0.shp,14.244497044316974,27.481267944588907,116.29393722400697,158.01970221291285
autocatchment4326_37.0.shp,14.231573868739343,27.466385809968695,116.28335029196695,157.981309970675
autocatchment4326_38.0.shp,14.224543517807163,27.449148302710412,116.27499725193488,157.94868907245245
autocatchment4326_39.0.shp,14.13185585025062,27.3505379314392,116.26141793633698,157.7438117180268
autocatchment4326_4.0.shp,16.61290516505893,33.741176729823,128.02586571975002,178.37994761463193
autocatchment4326_40.0.shp,14.125793080353743,27.325483027025765,116.24214289249028,157.69341899986978
autocatchment4326_41.0.shp,14.120180431815134,27.32201750271936,116.24214289249028,157.68434082702476
autocatchment4326_42.0.shp,14.086890411540425,27.253494460393906,116.19709034570671,157.53747521764103
autocatchment4326_43.0.shp,14.072368628347993,27.234114161633983,116.19544958819984,157.5019323781818
autocatchment4326_44.0.shp,14.059709563598393,27.225846899150053,116.19544958819984,157.48100605094828
autocatchment4326_45.0.shp,14.015624373580325,27.2115971012381,116.19447119272394,157.42169266754237
autocatchment4326_46.0.shp,14.00987437645689,27.187667244679197,116.15737697831888,157.35491859945498
autocatchment4326_47.0.shp,14.000285940480087,27.17729174578978,116.1484157126017,157.32599339887156
autocatchment4326_48.0.shp,13.898219780401568,27.027085378628673,116.01944969525393,156.94475485428416
autocatchment4326_49.0.shp,13.832148580692005,26.99445391012516,116.01722510083992,156.8438275916571
autocatchment4326_5.0.shp,16.606748605053657,33.741176729823,128.02586571975002,178.37379105462668
autocatchment4326_50.0.shp,13.8144436964616,26.99115696790844,116.01722510083992,156.82282576520996
autocatchment4326_51.0.shp,13.801219130173267,26.98599535817933,116.01722510083992,156.80443958919253
autocatchment4326_52.0.shp,13.69485647666886,26.710710218119726,115.74138503271121,156.1469517274998
autocatchment4326_53.0.shp,13.685057602012392,26.70889289802999,115.74138503271121,156.13533553275357
autocatchment4326_54.0.shp,13.665922887869264,26.705872601282522,115.74138503271121,156.113180521863
autocatchment4326_55.0.shp,13.647606550826914,26.699649167378343,115.74138503271121,156.08864075091645
autocatchment4326_56.0.shp,13.634569379968973,26.687119858561402,115.7398731604885,156.06156239901887
autocatchment4326_57.0.shp,13.611509474811795,26.631708652637766,115.7181862316879,155.96140435913745
autocatchment4326_58.0.shp,13.586559724778075,26.625966449669516,115.71349256770802,155.9260187421556
autocatchment4326_59.0.shp,13.554445528632346,26.524330783229523,115.49900495215853,155.57778126402042
autocatchment4326_6.0.shp,16.587663468308733,33.741176729823,128.02586571975002,178.35470591788174
autocatchment4326_60.0.shp,13.516580182763562,26.51473407036881,115.49900495215853,155.5303192052909
autocatchment4326_61.0.shp,13.496887363923992,26.50426838910111,115.4989323099078,155.5000880629329
autocatchment4326_62.0.shp,13.478976260770201,26.491103821307615,115.4989323099078,155.46901239198561
autocatchment4326_63.0.shp,13.453143650941518,26.470216332264943,115.49603879537212,155.41939877857857
autocatchment4326_64.0.shp,13.352027526395549,26.183017731266744,115.02600290378084,154.56104816144313
autocatchment4326_65.0.shp,13.34478621035086,26.178644215480276,115.02600290378084,154.549433329612
autocatchment4326_66.0.shp,13.329937322790332,26.170263744236394,115.02600290378084,154.52620397080756
autocatchment4326_67.0.shp,13.296990398529573,26.156633942754535,115.02573699267765,154.47936133396178
autocatchment4326_68.0.shp,13.229096571432308,26.106590868707606,115.02053077613834,154.35621821627825
autocatchment4326_69.0.shp,13.20971822013448,26.106433108938283,115.02053078557944,154.3366821146522
autocatchment4326_7.0.shp,16.58450827355218,33.741176729823,128.02586571975002,178.3515507231252
autocatchment4326_70.0.shp,13.13424489331086,26.071456554701477,115.01430377713035,154.2200052251427
autocatchment4326_71.0.shp,13.115750134539615,26.007486642362192,114.89009643908764,154.01333321598946
autocatchment4326_72.0.shp,13.081859724592118,25.94987433298187,114.88038223845474,153.91211629602873
autocatchment4326_73.0.shp,13.070938166587117,25.94987433298187,114.88038223845474,153.90119473802372
autocatchment4326_74.0.shp,12.959353281914707,25.519359996601917,114.12392334723626,152.6026366257529
autocatchment4326_75.0.shp,12.947816791967,25.519359996601917,114.12392334723626,152.59110013580516
autocatchment4326_76.0.shp,12.895409528384228,25.435896361099907,114.06107007384648,152.3923759633306
autocatchment4326_77.0.shp,12.835258817992639,25.36700091982268,113.98293534767697,152.1851950854923
autocatchment4326_78.0.shp,12.812262907037873,25.36700091982268,113.98293534767697,152.16219917453753
autocatchment4326_79.0.shp,12.491774602723675,24.39307152796412,109.85705341239188,146.74189954307968
autocatchment4326_8.0.shp,16.5807374822879,33.741176729823,128.02586571975002,178.3477799318609
autocatchment4326_80.0.shp,12.457309778693771,24.385346230972367,109.85679070458775,146.6994467142539
autocatchment4326_81.0.shp,12.422032898145613,24.374424677460638,109.85669137141392,146.65314894702016
autocatchment4326_82.0.shp,12.394594400524461,24.35293743017918,109.8484764395805,146.59600827028413
autocatchment4326_83.0.shp,12.38752397722741,24.338858427846244,109.8484764395805,146.57485884465416
autocatchment4326_84.0.shp,9.32827215787048,19.34291471074247,81.96457882047036,110.63576568908331
autocatchment4326_85.0.shp,9.313807349023064,19.34031898679204,81.96387431048578,110.61800064630089
autocatchment4326_86.0.shp,9.296298683432953,19.336602116081483,81.96387431048578,110.59677511000021
autocatchment4326_87.0.shp,9.281917733973804,19.336602116081483,81.96387431048578,110.58239416054107
autocatchment4326_88.0.shp,0.1682682896576675,0.08406786185548684,0.0543219074984951,0.30665805901164944
autocatchment4326_89.0.shp,9.057732120098777,19.228993841863968,81.90587938861364,110.19260535057639
autocatchment4326_9.0.shp,16.54901318037342,33.73711741853104,128.0258657157542,178.31199631465867
autocatchment4326_90.0.shp,9.052349060700989,19.228993841863968,81.90587938861364,110.1872222911786
autocatchment4326_91.0.shp,9.01447260237375,19.199613643493283,81.89485186879976,110.1089381146668
autocatchment4326_92.0.shp,9.01162733109158,19.199613643493283,81.89485186879976,110.10609284338463
autocatchment4326_93.0.shp,9.003245441582397,19.199613643493283,81.89485186879976,110.09771095387543
autocatchment4326_94.0.shp,8.990172895725285,19.199613643493283,81.89485186879976,110.08463840801832
autocatchment4326_95.0.shp,8.887474866783142,18.939410809570628,81.36521366909471,109.19209934544848
autocatchment4326_96.0.shp,8.85682165956633,18.934923166375263,81.36521366902946,109.15695849497105
autocatchment4326_97.0.shp,8.824260695982453,18.93265154843577,81.36521366902946,109.12212591344769
autocatchment4326_98.0.shp,8.820285784806789,18.9211707589795,81.36521366902946,109.10667021281574
autocatchment4326_99.0.shp,8.816577064499747,18.887056693461343,81.35789993502217,109.06153369298326
