SmallerShapefile,1,2,3,TotalArea
autocatchment4326_Sb.conf.shp,3.0497066377711954,4.975158925247912,27.88369580030314,35.90856136332225
autocatchment4326_Wf.bloomtrib.shp,0.17937634732395383,0.7950623359352508,2.7895157608194143,3.763954444078619
autocatchment4326_Wf.boydtrib.shp,1.2668237556041966,3.0557867187572207,8.96639576394241,13.289006238303827
autocatchment4326_Wf.haLl.shp,0.4826792490573645,1.7346667686356128,5.845978273891959,8.063324291584935
autocatchment4326_Wf.hayes.trib.shp,0.40495784020009223,0.7729878470155682,5.785330855313826,6.963276542529487
autocatchment4326_Wf.hwy82trib.shp,0.5139629962679501,1.3973217259336161,3.6190894814196333,5.5303742036212
autocatchment4326_Wf.mayertrib.shp,0.12107693965589998,0.7253968118398033,2.4836339344506095,3.330107685946313
autocatchment4326_Wf.riverrd.trib.shp,0.30829331421440814,0.9698193986547654,4.125881935253205,5.403994648122379
autocatchment4326_Wf.rockyrun.shp,0.8011738635581822,3.0070187687880416,6.570714022690132,10.378906655036356
autocatchment4326_Wf.smrthlw.trb.shp,0.07893683662042242,0.2468425366242337,0.8823495215733462,1.2081288948180022
autocatchment4326_Wf.thnorth.trib.shp,0.16165145376793427,0.5318133018503667,3.0654481440709644,3.7589128996892653
autocatchment4326_Wf.yodertribdown.shp,0.43315492556526597,1.303069705670734,5.5862179057905905,7.322442537026591
autocatchment4326_WF_hwy82tribDOWN.shp,0.26132234567984686,1.228292113594217,1.4049145170887543,2.8945289763628184
