SmallerShapefile,1,2,3,TotalArea
autocatchment4326_Wf.eblmrd.shp,6.233250594016968,12.296059059678111,61.193133767155345,79.72244342085042
autocatchment4326_Wf.hayesdn.shp,4.241180592396545,7.418043227436154,48.56385423520745,60.22307805504015
autocatchment4326_Wf.hayesup2.shp,3.6629962367104176,6.379600494676647,42.47831128442696,52.52090801581402
autocatchment4326_Wf.hwy82up.shp,14.447376673532654,27.680275844002285,116.30267893351386,158.4303314510488
autocatchment4326_Wf.lukensdown.shp,16.696862804943983,33.896154519537156,128.1532245288236,178.74624185330475
autocatchment4326_Wf.lukensup.shp,16.449337250740303,33.655105742256204,128.023479363792,178.12792235678853
autocatchment4326_Wf.pietsch.shp,13.075245266824538,25.94987433298187,114.88038223845474,153.90550183826116
autocatchment4326_Wf.rrunup.shp,1.6584718958672515,3.0794695018006317,24.92826550974159,29.666206907409475
autocatchment4326_Wf.saunders.shp,14.068691686637356,27.230636365047662,116.19544958819984,157.49477763988486
autocatchment4326_Wf.smarthallowup.shp,8.261856861286144,17.35992324502483,76.72809140272891,102.34987150903989
autocatchment4326_Wf.starks2.shp,5.840122013241488,11.07360690120203,58.050346519345666,74.96407543378919
autocatchment4326_Wf.thnorthdown.shp,8.136635065056232,17.10296196236721,76.6586165273605,101.89821355478394
autocatchment4326_Wf.thnorthup.shp,7.843854639819744,16.448832334374337,73.57586428539932,97.8685512595934
autocatchment4326_Wf.thsouth.shp,13.627197794332425,26.679400617352098,115.73873244000927,156.0453308516938
autocatchment4326_Wf.wfscup2.shp,9.014011204666344,19.199613643493283,81.89485186879976,110.10847671695939
autocatchment4326_Wf.yoderdown.shp,7.012120761452632,14.341227692932787,67.21546057655767,88.5688090309431
autocatchment4326_Wfsc.down2.shp,9.277816419555728,19.336242974617353,81.96387431048578,110.57793370465886
