FID,Id,NODE_ID,STREAM_ID,STREAM_KM,LENGTH,LONGITUDE,LATITUDE,STREAM_AZM,CHANWIDTH,LEFT,RIGHT,ELEVATION,Z_NODE,GRADIENT,TOPO_NE,TOPO_E,TOPO_SE,TOPO_S,TOPO_SW,TOPO_W,TOPO_NW,TOPO_N,LC_T0_S0,LC_T1_S1,LC_T1_S2,LC_T1_S3,LC_T1_S4,LC_T1_S5,LC_T2_S1,LC_T2_S2,LC_T2_S3,LC_T2_S4,LC_T2_S5,LC_T3_S1,LC_T3_S2,LC_T3_S3,LC_T3_S4,LC_T3_S5,LC_T4_S1,LC_T4_S2,LC_T4_S3,LC_T4_S4,LC_T4_S5,LC_T5_S1,LC_T5_S2,LC_T5_S3,LC_T5_S4,LC_T5_S5,LC_T6_S1,LC_T6_S2,LC_T6_S3,LC_T6_S4,LC_T6_S5,LC_T7_S1,LC_T7_S2,LC_T7_S3,LC_T7_S4,LC_T7_S5,LC_T8_S1,LC_T8_S2,LC_T8_S3,LC_T8_S4,LC_T8_S5,ELE_T1_S1,ELE_T1_S2,ELE_T1_S3,ELE_T1_S4,ELE_T1_S5,ELE_T2_S1,ELE_T2_S2,ELE_T2_S3,ELE_T2_S4,ELE_T2_S5,ELE_T3_S1,ELE_T3_S2,ELE_T3_S3,ELE_T3_S4,ELE_T3_S5,ELE_T4_S1,ELE_T4_S2,ELE_T4_S3,ELE_T4_S4,ELE_T4_S5,ELE_T5_S1,ELE_T5_S2,ELE_T5_S3,ELE_T5_S4,ELE_T5_S5,ELE_T6_S1,ELE_T6_S2,ELE_T6_S3,ELE_T6_S4,ELE_T6_S5,ELE_T7_S1,ELE_T7_S2,ELE_T7_S3,ELE_T7_S4,ELE_T7_S5,ELE_T8_S1,ELE_T8_S2,ELE_T8_S3,ELE_T8_S4,ELE_T8_S5
96,0,89,0,8.9,100,-90.78083181,43.59824295,195.8948089,8.522943219,4.603481423,3.919461796,257.96176,258.49478,0.000490275,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,258.49478,258.49478,258.58282,258.57748,258.96777,258.46246,258.54312,258.54312,258.80466,258.80466,258.46246,258.32584,258.4046,258.4046,258.2666,258.46246,258.32584,258.32584,258.09006,258.09006,258.56842,258.37534,258.4197,258.4197,258.15848,258.56842,258.64172,258.64172,258.6051,258.6051,258.68143,258.68143,258.81665,258.98944,258.98944,258.49478,258.49478,258.54245,258.54245,258.57312
97,0,88,0,8.8,100,-90.7808381,43.59736285,166.2029357,6.787692443,3.28561595,3.502076493,255.96022,256.1818,0.0200154,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,256.12143,256.12143,256.0268,256.0268,256.0268,256.0811,256.0811,256.01868,255.98506,255.98506,256.0811,256.0851,256.02808,256.02808,256.03375,256.1818,256.1542,256.14114,256.14114,256.1335,256.1818,256.1542,256.23804,256.23804,256.2892,256.1818,256.2945,256.2945,256.41595,256.41595,256.24414,256.24414,256.39148,256.39148,256.54333,256.24414,256.24414,256.24414,256.24414,256.41983
98,0,87,0,8.7,100,-90.78028827,43.59669697,192.6888668,7.345738492,3.124860316,4.220878176,255.96042,256.2587,0.00079685,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,5,-2,-2,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,256.6307,256.58154,256.98694,256.98694,256.98666,256.6307,256.6307,257.00616,257.67697,257.67697,256.6824,256.6824,257.02972,257.05133,257.05133,256.31403,256.31403,256.37894,256.39807,256.39807,256.31403,256.31403,256.04562,256.09073,255.97537,256.2587,256.02118,256.02118,255.961,256.01315,256.2587,256.2132,256.0034,256.0034,255.96236,256.2587,256.2132,256.2132,256.18735,256.18735
99,0,86,0,8.6,100,-90.78115955,43.59627795,197.5104352,5.948245565,2.612263798,3.335981767,255.99583,256.21936,0.00079685,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,256.18524,256.18524,256.18524,256.1328,256.09613,256.18524,256.18524,256.1328,256.06238,256.06238,256.1686,256.1686,256.1849,256.13254,256.13254,256.2031,256.22345,256.22345,256.20984,256.20984,256.2031,256.2949,256.29874,256.29874,256.33496,256.21936,256.29877,256.29877,256.32852,256.3461,256.21936,256.29877,256.29877,256.29877,256.33032,256.21936,256.21936,256.21936,256.21228,256.21228
100,0,85,0,8.5,100,-90.78074996,43.59559768,176.2315899,6.224762778,3.037791099,3.18697168,255.97078,255.98756,0.00079685,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,7,7,7,-2,-2,-2,-2,7,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,7,7,6,-1,-1,-1,-1,3,-1,-1,-2,-2,-2,255.98756,255.99391,255.99391,256.1118,256.1118,255.9995,255.9995,256.16052,256.16052,256.4012,255.98756,256.01602,256.01602,256.2547,256.2547,255.98164,255.98164,255.97464,255.97464,255.97205,255.98756,255.9922,255.9922,256.00668,256.00668,256.0061,256.0061,256.04037,256.04037,256.10733,255.98756,256.0126,256.0126,256.07785,256.07785,255.9872,255.9872,255.98802,255.98802,255.98802
101,0,84,0,8.4,100,-90.78101001,43.59483425,210.9082413,11.95377225,6.369323381,5.584448868,255.64148,255.94662,0.00079685,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-1,-2,7,7,-1,-2,2,4,4,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,255.96106,255.96106,255.97385,255.97385,255.97385,256.0193,256.13724,256.13724,256.43567,256.43567,256.0193,256.0193,256.26886,256.26886,256.26886,255.94662,255.9941,255.9941,255.9941,255.9941,255.94662,255.94662,255.8602,255.8602,255.73172,255.94662,255.89442,255.89442,255.85086,255.85086,255.94157,255.94157,255.96976,255.96976,255.99467,255.94157,255.94157,255.95328,255.97363,255.97363
102,0,83,0,8.3,100,-90.78163331,43.59450215,172.4894579,10.77184127,5.116935802,5.654905471,255.58286,255.62726,0.0005862,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,7,7,7,-1,-2,7,-2,-2,-1,5,5,4,4,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,255.65518,255.66386,255.66386,255.6974,255.68349,255.62726,255.65468,255.65468,255.64148,255.69254,255.62726,255.64018,255.64018,255.64018,255.68004,255.62726,255.77359,255.77359,256.32816,257.32043,255.71062,256.38907,256.38907,257.33347,258.70105,255.71062,255.71062,256.15277,256.96423,256.96423,255.6186,255.6186,255.6186,255.63863,255.63863,255.65518,255.65518,255.71277,255.71277,255.71277
103,0,82,0,8.2,100,-90.78081774,43.59384585,136.7711436,10.8936026,5.123935687,5.769666917,255.47311,255.60168,0.0010975,0,0,0,0,0,0,0,0,-1,-2,-2,3,4,4,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,7,7,-1,9,9,9,10,-1,-1,-1,9,-2,-1,-1,-1,-1,-1,9,9,8,8,8,255.71901,255.87279,255.87279,256.18735,256.18735,255.71901,255.71901,255.79416,255.79416,255.91649,255.71901,255.60725,255.60725,255.54483,255.54483,255.54366,255.54366,256.43854,256.43854,259.1725,255.60168,257.03564,257.03564,260.72687,263.33652,255.60168,255.48634,255.88005,255.88005,257.35315,255.60168,255.68723,255.68723,255.79378,255.73897,255.60168,255.73492,255.86664,255.86664,256.01782
104,0,81,0,8.1,100,-90.77995973,43.59323219,133.1637731,16.79864308,9.61645073,7.182192355,255.51793,255.65327,0.001726525,0,0,0,0,0,0,0,0,-1,-1,-2,-2,8,8,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,3,-2,7,7,-1,-2,7,7,9,-1,-1,8,9,9,-1,-1,-1,-1,-1,-1,-1,7,7,-2,255.83511,255.95973,255.95973,256.2726,256.2726,255.65327,255.82388,255.94669,255.94669,256.22638,255.65327,255.61171,255.61171,255.78494,255.56416,255.65327,255.58408,256.6995,256.6995,256.6995,255.65327,256.268,256.268,258.014,261.6443,255.52351,255.52351,255.99327,255.99327,260.12067,255.83511,255.7056,255.7056,255.74457,255.74457,255.83511,255.83511,255.97186,255.97186,256.12357
105,0,80,0,8,100,-90.77903258,43.59265159,142.2100661,18.38864558,8.188168429,10.20047715,255.57721,255.96469,0.001726525,0,0,0,0,0,0,0,0,-1,2,2,-2,-2,-2,-1,2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,7,-1,-1,-2,-2,4,-1,-1,-1,-1,-1,-1,8,8,8,8,256.09726,256.26834,256.37067,256.37067,256.514,256.09726,256.09726,256.23297,256.3598,256.3598,255.94621,255.94621,256.09634,256.09634,256.09634,255.81212,255.81212,255.81212,255.66667,255.66667,255.81212,255.81212,255.63348,255.71582,256.043,255.96469,255.73589,255.73589,255.65756,255.57721,255.96469,256.14102,255.88249,255.88249,255.92195,255.96469,256.14102,256.14102,256.30637,256.45352
106,0,79,0,7.9,100,-90.77847072,43.59186307,146.9922984,12.06203944,6.175136723,5.886902721,255.63258,255.8237,0.001726525,0,0,0,0,0,0,0,0,-1,-1,-2,-2,7,6,-2,-2,7,7,7,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,255.90933,255.9717,256.06482,256.06482,256.06482,255.90933,255.90933,255.98796,256.0658,256.0658,255.83972,255.83972,255.91447,255.86623,255.86623,255.7289,255.7289,255.69048,255.69048,255.63258,255.7289,255.7289,255.76048,255.85977,256.1127,255.8237,255.66504,255.66504,255.81795,255.81795,255.8237,255.87651,255.68282,255.68282,255.72824,255.8237,255.87651,255.87651,255.87651,255.95851
107,0,78,0,7.8,100,-90.77770984,43.5912014,114.2336299,16.33219142,7.904735642,8.427455779,254.7825,255.31862,0.001726525,0,0,0,0,0,0,0,0,-1,-1,11,11,11,11,-1,11,11,6,6,-1,-1,-1,-2,-2,-1,-2,-2,-2,10,-1,2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,10,10,10,11,255.58862,255.58862,255.81778,255.82826,255.82826,255.2723,255.2723,255.202,255.20091,255.20091,255.2723,255.2723,255.83206,255.74974,260.56873,255.31862,255.74286,255.74286,259.21524,259.21524,255.31862,255.32117,255.69414,255.69414,258.01514,255.31862,255.32117,255.32117,255.30064,255.37439,255.57158,255.53369,255.74419,255.74419,255.67705,255.57158,255.79169,255.79169,255.92296,255.92296
108,0,77,0,7.7,100,-90.77650213,43.591235,102.4434183,12.71557468,6.823543267,5.892031418,254.9554,255.65645,0.00021705,0,0,0,0,0,0,0,0,11,11,11,11,11,-2,11,11,11,-2,10,11,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-2,-2,11,11,11,11,11,11,11,11,11,-2,255.64476,255.64476,255.76852,255.75494,255.84773,255.64476,255.64476,255.62958,255.61543,255.61543,255.49213,255.49213,255.2902,255.292,255.292,255.51967,255.51967,255.31938,255.14108,255.14108,255.51967,255.58098,255.3807,255.3807,255.36786,255.65645,255.67056,255.67056,255.69101,255.70409,255.65645,255.67056,255.80165,255.80165,255.92032,255.65645,255.7851,255.7851,255.87796,255.95045
109,0,76,0,7.6,100,-90.7754354,43.59085273,102.5205221,25.98320121,13.6547662,12.32843501,255.14229,255.1789,0.00021705,0,0,0,0,0,0,0,0,-1,-1,10,10,11,11,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,-1,-1,-2,8,8,-1,-1,-2,6,6,-1,-1,-1,-1,-1,-1,-1,-1,11,11,-1,11,11,10,10,255.1789,255.29561,255.29561,255.28722,255.28722,255.17401,255.17401,255.1694,255.1694,255.16457,255.1453,255.14583,255.14583,255.15,255.15,255.1453,255.1453,255.1501,255.1501,255.15027,255.1453,255.14522,255.14522,255.15198,255.15198,255.1793,255.1793,255.18526,255.18526,255.18439,255.1789,255.29105,255.29105,255.28171,255.28171,255.1789,255.29134,255.29134,255.29134,255.40666
110,0,75,0,7.5,100,-90.77423228,43.59088469,107.396007,9.449137674,3.64576827,5.803369404,255.11879,255.31314,0.00021705,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,10,10,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,255.31314,255.39714,255.39714,255.51361,255.51361,255.33678,255.33678,255.36047,255.36047,255.38467,255.31314,255.26913,255.26913,255.2398,255.2398,255.31314,255.25233,255.21053,255.21053,255.16147,255.31314,255.2309,255.2309,255.17368,255.17368,255.28989,255.28989,255.23837,255.23837,255.19571,255.31314,255.35028,255.35028,255.39427,255.39427,255.37285,255.37285,255.45372,255.45372,255.45372
111,0,74,0,7.4,100,-90.77357825,43.59044354,160.1218012,8.105259733,3.191586511,4.913673222,254.69568,255.06413,0.00021705,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-1,-1,-2,4,4,-2,-2,-2,11,11,-2,-2,-2,-2,-2,-1,-2,-2,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,255.15024,255.1656,255.1656,255.17737,255.17737,255.06413,255.07617,255.09201,255.09201,255.09908,255.06413,255.07617,254.99036,254.99327,254.89624,255.06413,254.98312,254.98312,254.89584,254.89584,255.06413,255.05939,254.9771,254.9748,254.89374,255.05939,255.05939,255.05809,255.05809,255.05713,255.15024,255.14224,255.14224,255.13957,255.13957,255.15024,255.15024,255.15024,255.24371,255.24371
112,0,73,0,7.3,100,-90.77360621,43.58966172,156.5547341,10.35504335,4.969771664,5.385271683,254.13712,254.39705,0.0055856,0,0,0,0,0,0,0,0,-1,-2,-2,10,10,11,-2,-2,10,-2,11,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-1,-2,-2,8,8,-1,-2,-2,11,11,-1,-1,-2,-2,-2,-1,-1,-2,-2,-1,254.39705,254.39705,254.567,254.567,254.73706,254.39705,254.43317,254.43317,254.52057,254.52057,254.31857,254.31857,254.2396,254.2396,254.237,254.31857,254.31857,254.27362,254.22331,254.22331,254.3664,254.3664,254.3588,254.3588,254.3588,254.42924,254.5033,254.5033,254.60637,254.60637,254.42924,254.42924,254.54959,254.54959,254.58232,254.39705,254.48834,254.48834,254.5757,254.5757
113,0,72,0,7.2,100,-90.77276197,43.58910945,167.7748781,7.443794758,3.531281261,3.912513498,253.58614,254.2362,0.0055098,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,7,7,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,254.6532,254.6532,254.86284,255.07518,255.26903,254.6532,254.6532,254.86581,254.86581,255.08296,254.43668,254.43668,254.23076,254.444,254.444,254.02747,254.02747,253.85518,253.7545,253.7545,254.02747,253.8551,253.7203,253.7203,253.68008,254.2362,254.04129,254.04129,253.89871,253.85072,254.2362,254.04129,254.26718,254.26718,254.31369,254.2362,254.46474,254.46474,254.67981,254.67981
114,0,71,0,7.1,100,-90.77320227,43.58836485,216.772056,9.676103247,5.060839054,4.615264193,253.00307,253.45073,0.0058307,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,4,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,6,8,253.518,253.518,253.46878,253.54515,253.54515,253.5495,253.5495,253.63596,253.63596,253.71266,253.5495,253.5495,253.5495,253.63596,253.64424,253.45073,253.45073,253.45073,253.46509,253.48056,253.45073,253.35217,253.35217,253.35217,253.18326,253.45073,253.35217,253.1703,253.1703,253.08774,253.42384,253.32922,253.30634,253.30634,253.16974,253.42384,253.42384,253.38374,253.36104,253.36104
115,0,70,0,7,100,-90.77408533,43.58779711,239.1671846,9.050988791,4.686382369,4.364606423,251.94817,252.50539,0.010549,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,11,11,11,11,-1,11,11,11,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,252.5505,252.70677,252.70677,252.82661,252.82661,252.66785,252.66785,252.75056,252.75056,252.8328,252.50539,252.66785,252.66785,252.75056,252.70674,252.50539,252.44507,252.44507,252.44507,252.38263,252.50539,252.3657,252.3657,252.2766,252.2766,252.42586,252.42586,252.33618,252.33618,252.24911,252.5505,252.4658,252.4658,252.44295,252.44295,252.5505,252.5505,252.59052,252.63481,252.63481
116,0,69,0,6.9,100,-90.77483594,43.58764101,198.7429849,10.72746811,5.627724359,5.099743755,251.61932,252.0384,0.0032885,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,11,7,7,7,8,8,7,7,7,7,-1,-1,4,-2,-2,-2,-1,-2,-2,-2,10,-1,-1,3,-2,-2,-1,-1,-2,-1,-1,252.0384,251.76653,251.85362,251.99101,251.99101,251.76653,251.76653,252.02,252.02,252.10223,252.0384,251.76653,251.70549,251.93988,251.84573,252.0384,252.03067,252.03067,252.18956,252.18956,252.0384,252.91563,253.00217,254.16304,254.31506,252.0384,252.91563,253.98557,253.98557,255.1151,252.0384,252.91563,253.00166,254.14394,254.14394,252.0384,252.0384,252.10843,252.20114,252.20114
117,0,68,0,6.8,100,-90.77454892,43.58677286,172.0394242,11.99924623,5.188868279,6.810377947,250.96222,251.26234,0.006571,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,7,7,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,6,-1,-2,-2,-2,-2,-1,5,5,-1,-1,251.33542,251.33542,251.5586,251.5586,251.67659,251.26234,251.4264,251.4264,251.55482,251.55482,251.26234,251.26234,251.3602,251.3602,251.41737,251.26234,251.19576,251.19576,251.13187,251.13187,251.13866,251.13866,251.75316,251.75316,251.66313,251.13866,251.85466,251.85466,252.40414,252.40414,251.22185,251.22185,251.98952,251.98952,251.98952,251.33542,251.4133,251.4133,251.4846,251.4846
118,0,67,0,6.7,100,-90.77447634,43.58589051,171.808984,16.11854392,8.386252168,7.732291756,250.28871,250.57884,0.0067351,0,0,0,0,0,0,0,0,7,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,7,-1,-1,-1,-1,7,7,-2,7,7,7,7,7,7,6,7,-1,-2,6,6,-1,-1,-1,5,5,250.7476,250.7476,250.7476,250.9339,250.9339,250.66237,250.66237,250.83415,250.83415,251.00145,250.66237,250.56947,250.56947,250.7289,250.61836,250.57884,250.54947,250.54947,250.51376,250.47,250.57884,250.75102,250.75102,250.75102,251.04074,250.57884,250.76208,251.11069,251.11069,251.77956,250.61179,250.77568,250.77568,250.77568,251.1266,250.61179,250.61179,250.61179,250.68747,250.68747
119,0,66,0,6.6,100,-90.77418222,43.5850356,177.307961,16.34461774,7.134567934,9.210049806,249.84822,250.56598,0.0044049,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,8,8,8,9,8,8,8,9,9,9,-1,7,7,-2,7,-1,-1,-1,-1,-1,250.56598,250.8318,250.8375,250.8375,251.10559,250.56598,250.8318,250.8318,251.08441,251.34515,250.60373,250.8669,250.93935,250.93935,251.20946,250.60373,250.6693,250.6693,250.6693,250.6693,250.04745,250.04745,250.12987,249.92484,249.92484,250.02177,250.02177,249.91629,249.91629,250.03058,250.02177,250.02177,250.14499,250.05069,250.14172,250.56598,250.59383,250.59383,250.64604,250.64604
120,0,65,0,6.5,100,-90.77434226,43.58416022,216.880511,4.982059515,2.133094419,2.848965097,249.79913,250.86746,0.0004909,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-2,-2,7,7,7,-2,-2,-2,-2,7,-1,-2,-2,-2,7,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,251.29576,251.29576,251.15413,251.38171,251.38171,251.29576,251.29576,251.5083,251.5083,251.7254,251.40648,251.40648,251.51129,251.7112,251.7112,251.00407,251.1098,251.1098,251.20572,251.20572,251.00407,250.79776,250.91148,250.91148,250.69891,250.86746,250.6472,250.6472,250.42804,250.21202,250.86746,250.6472,250.48834,250.48834,250.26166,250.86746,250.70618,250.70618,250.70618,250.70618
121,0,64,0,6.4,100,-90.77531346,43.58391812,212.7210975,10.37562747,6.258464647,4.117162819,249.54166,249.62088,0.0025747,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,4,4,7,7,-2,-2,6,6,8,-2,-2,-2,7,7,249.64697,249.64697,249.63698,249.68349,249.67583,249.64697,249.64697,249.70616,249.78903,249.78903,249.65034,249.65034,249.62956,249.73308,249.73308,249.60991,249.5755,249.5755,249.55316,249.55316,249.60991,249.59601,249.55365,249.55365,249.85275,249.62088,249.61761,249.61761,249.7273,249.85898,249.62088,249.61761,249.63048,249.63048,249.8136,249.62088,249.6223,249.6223,249.69212,249.69212
122,0,63,0,6.3,100,-90.7751818,43.58319067,158.2432529,11.08893472,4.738274856,6.350659868,249.3734,249.54729,0.0016826,0,0,0,0,0,0,0,0,-1,6,6,7,7,7,-2,6,7,-2,7,-1,-2,-2,-2,8,5,3,3,3,-2,5,4,4,-2,-2,5,5,-2,-2,-2,4,4,5,-1,4,4,4,7,7,6,249.4302,249.4302,249.56233,249.56233,249.56233,249.40369,249.38799,249.38799,249.6346,249.6346,249.40369,249.40369,249.38799,249.38799,249.37743,249.54729,249.54729,249.54729,249.70592,249.70592,249.54729,249.54729,249.84616,249.84616,250.44698,249.54729,249.84616,249.84616,250.23067,250.23067,249.47502,249.47502,249.53528,249.53528,249.78592,249.47502,249.46324,249.46324,249.47537,249.47537
123,0,62,0,6.2,100,-90.77449779,43.5824716,142.5902531,11.7074084,5.343814844,6.363593561,249.22339,249.50967,0.0015001,0,0,0,0,0,0,0,0,-1,-2,-2,4,6,6,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-2,-2,8,8,-1,-2,8,8,8,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,249.26562,249.26562,249.30264,249.44318,249.53815,249.50967,249.31001,249.31001,249.25813,249.25813,249.50967,250.05566,249.67252,249.67252,249.93239,249.50967,250.05566,250.05566,250.4689,250.64262,249.67282,250.2263,250.37872,250.37872,250.63914,249.67282,249.89478,249.89478,250.14505,250.14505,249.32994,249.32994,249.48969,249.34656,249.34656,249.26562,249.26562,249.3419,249.3419,249.3419
124,0,61,0,6.1,100,-90.7737835,43.5818869,166.2157217,26.20471952,12.11949342,14.08522609,248.78423,248.79918,0.0043916,0,0,0,0,0,0,0,0,7,7,7,7,9,9,7,7,9,9,-2,-1,8,8,7,9,8,8,3,3,3,-1,8,8,-2,-2,7,3,3,-2,-2,7,7,-1,-1,-2,7,7,7,7,3,248.79918,249.4093,249.4093,251.7544,251.37843,249.54929,249.54929,252.25159,252.25159,255.72105,248.78423,249.78722,249.78722,253.47101,253.47101,248.78423,248.78423,248.8018,248.8018,248.85333,248.78423,249.35646,249.35646,249.68721,249.68721,249.44377,249.44377,249.88582,249.88582,250.22981,248.79918,249.50581,249.50581,249.92557,249.8417,248.79918,248.8589,248.93929,248.93929,248.93929
125,0,60,0,6,100,-90.77398515,43.58101129,196.6080264,24.71495531,11.34509603,13.36985928,248.79109,248.88637,0.00065625,0,0,0,0,0,0,0,0,-1,-1,7,-1,7,7,-1,-1,7,7,8,-1,-1,8,8,8,-1,7,7,7,7,-1,7,7,7,-1,-1,-1,-1,8,8,-1,-1,-1,-2,-2,-1,-1,-1,7,-1,249.06807,248.81535,248.81535,250.09329,249.79799,249.06807,249.06807,250.40788,250.40788,252.65851,249.06807,249.06807,249.06807,250.61732,250.61732,248.88637,248.88637,248.8521,248.8521,248.8292,248.88637,249.19087,249.19087,249.08319,249.51028,248.88637,249.19087,249.671,249.671,250.04222,248.88637,249.31807,249.31807,249.31807,249.94485,248.88637,248.96582,249.12016,249.12016,249.26671
126,0,59,0,5.9,100,-90.77445884,43.5801833,197.7614538,18.68614404,7.912979314,10.77316472,248.65298,248.90157,0.00065625,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,5,5,-1,-1,248.90157,248.90157,248.77275,248.77275,248.67719,248.90157,248.69441,248.69441,248.6746,248.85316,248.73709,248.73709,248.6886,248.6886,248.91599,248.73709,248.66847,248.66847,248.66301,248.66301,249.01918,249.01918,249.67897,249.67897,249.67897,249.32407,249.32407,250.11841,250.28397,250.28397,249.32407,249.32407,250.2172,250.2172,250.2172,248.90157,249.11266,249.11266,249.11266,249.11266
127,0,58,0,5.8,100,-90.77471003,43.57931201,206.8087247,21.74595202,9.322054118,12.4238979,248.41478,248.4895,0.002382,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,3,5,5,5,-1,-1,4,4,-2,-1,-1,-1,-1,-1,248.4941,248.4941,248.4833,248.92453,248.78537,248.4941,248.4941,249.13246,249.74197,249.74197,248.53001,248.53001,248.53001,249.36897,249.36897,248.45567,248.45567,248.45567,248.48257,248.48257,248.45567,248.49782,248.49782,248.49782,248.69505,248.4895,248.63231,248.63231,249.01416,249.53491,248.4895,248.63231,248.844,248.844,249.66862,248.4895,248.55943,248.55943,248.6626,248.6626
128,0,57,0,5.7,100,-90.77544511,43.57873106,192.9639498,11.63487584,6.321668858,5.313206985,248.20712,248.4382,0.0020766,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,248.40477,248.40477,248.44585,248.44585,248.44585,248.27473,248.24843,248.24843,248.43323,248.43323,248.27473,248.27473,248.24843,248.24843,248.28156,248.4382,248.4382,248.4382,248.29926,248.25328,248.4382,248.4382,248.75742,248.75742,248.87268,248.4382,248.75742,248.75742,249.08363,249.08363,248.74815,248.74815,249.67404,249.67404,249.92827,248.74815,248.74815,249.23433,249.83023,249.83023
