DATETIME,CLOUDINESS1,WIND_SPEED1,RELATIVE_HUMIDITY1,AIR_TEMPERATURE1
7/23/2023 1:00,0,0,0.968,14.984
7/23/2023 2:00,0,0,0.973,14.601
7/23/2023 3:00,0,0,0.977,14.074
7/23/2023 4:00,0,0,0.979,13.497
7/23/2023 5:00,0,0,0.982,13.064
7/23/2023 6:00,0.285198668,0,0.983,12.678
7/23/2023 7:00,0.791978098,0,0.984,12.751
7/23/2023 8:00,0.61525796,0,0.983,14.385
7/23/2023 9:00,0.38758353,0,0.965,18.152
7/23/2023 10:00,0.262668776,0.25,0.853,22.25
7/23/2023 11:00,0.173515218,0,0.715,26.622
7/23/2023 12:00,0.080279986,0.76,0.628,26.256
7/23/2023 13:00,0,1.26,0.6,26.671
7/23/2023 14:00,0.420841805,1.51,0.563,27.481
7/23/2023 15:00,0.123208002,1.51,0.541,27.554
7/23/2023 16:00,0.262458729,1.26,0.515,28.097
7/23/2023 17:00,0.655926443,1.01,0.557,26.989
7/23/2023 18:00,0.559508615,0.25,0.574,27.505
7/23/2023 19:00,0.702886808,0,0.728,25.234
7/23/2023 20:00,0.734014783,0,0.851,20.65
7/23/2023 21:00,0,0,0.908,18.033
7/23/2023 22:00,0,0,0.948,16.892
7/23/2023 23:00,0,0,0.956,15.843
7/24/2023 0:00,0,0,0.965,15.175
7/24/2023 1:00,0,0,0.97,14.361
7/24/2023 2:00,0,0,0.972,13.786
7/24/2023 3:00,0,0,0.973,14.242
7/24/2023 4:00,0,0,0.977,14.122
7/24/2023 5:00,0,0,0.977,13.594
7/24/2023 6:00,0.410896758,0,0.979,13.353
7/24/2023 7:00,0.78581461,0,0.98,13.666
7/24/2023 8:00,0.639700409,0,0.98,15.533
7/24/2023 9:00,0.458983078,0,0.928,19.77
7/24/2023 10:00,0.305628709,0,0.789,24.871
7/24/2023 11:00,0.194721728,0.5,0.658,28.048
7/24/2023 12:00,0.120245636,0.76,0.61,29.34
7/24/2023 13:00,0,1.26,0.565,29.84
7/24/2023 14:00,0.043106686,0.5,0.507,30.419
7/24/2023 15:00,0.12618355,0.76,0.485,30.697
7/24/2023 16:00,0.171360686,0.76,0.53,29.765
7/24/2023 17:00,0.501836607,0,0.542,30.419
7/24/2023 18:00,0.425039796,0.25,0.585,29.84
7/24/2023 19:00,0.601844185,0,0.732,27.186
7/24/2023 20:00,0.84904092,0,0.816,22.776
7/24/2023 21:00,0,0,0.918,20.198
7/24/2023 22:00,0,0,0.946,18.913
7/24/2023 23:00,0,0,0.961,18.01
7/25/2023 0:00,0,0,0.967,17.225
7/25/2023 1:00,0,0,0.97,16.701
7/25/2023 2:00,0,0,0.972,16.01
7/25/2023 3:00,0,0,0.976,15.7
7/25/2023 4:00,0,0,0.978,15.986
7/25/2023 5:00,0,0,0.978,15.796
7/25/2023 6:00,0,0,0.98,15.557
7/25/2023 7:00,0.768656607,0,0.981,16.511
7/25/2023 8:00,0.583259315,0,0.979,18.271
7/25/2023 9:00,0.410990808,0,0.887,23.376
7/25/2023 10:00,0.262151936,0.5,0.722,27.924
7/25/2023 11:00,0.153630481,1.01,0.663,29.966
7/25/2023 12:00,0.044708648,2.01,0.625,30.243
7/25/2023 13:00,0,2.01,0.568,31.103
7/25/2023 14:00,0.032738221,2.01,0.579,31.612
7/25/2023 15:00,0.088439824,2.27,0.517,32.433
7/25/2023 16:00,0.215076848,2.01,0.533,31.944
7/25/2023 17:00,0.399929359,1.76,0.554,30.596
7/25/2023 18:00,0.475142081,1.51,0.587,30.52
7/25/2023 19:00,0.627590014,0.25,0.635,29.04
7/25/2023 20:00,0.60952817,0,0.855,23.665
7/25/2023 21:00,0,0,0.904,21.748
7/25/2023 22:00,0,0,0.941,20.555
7/25/2023 23:00,0,0,0.954,19.888
7/26/2023 0:00,0,0,0.963,19.127
7/26/2023 1:00,0,0,0.969,18.533
7/26/2023 2:00,0,0,0.97,18.461
7/26/2023 3:00,0,0,0.973,18.937
7/26/2023 4:00,0,0,0.975,19.08
7/26/2023 5:00,0,2.01,0.944,21.604
7/26/2023 6:00,0.515487202,0,0.961,19.722
7/26/2023 7:00,0.832131347,1.01,0.964,19.984
7/26/2023 8:00,0.735954655,0,0.935,21.318
7/26/2023 9:00,0.955154895,0.25,0.938,21.652
7/26/2023 10:00,0.970444556,1.26,0.944,20.341
7/26/2023 11:00,0.87758126,0.25,0.942,21.342
7/26/2023 12:00,0.394520096,0,0.841,25.04
7/26/2023 13:00,0.006579877,0.5,0.724,27.924
7/26/2023 14:00,0.025430259,2.01,0.627,29.19
7/26/2023 15:00,0.094397743,1.51,0.567,30.394
7/26/2023 16:00,0.158393145,1.26,0.591,30.925
7/26/2023 17:00,0.265591405,1.26,0.615,30.545
7/26/2023 18:00,0.418802731,2.01,0.608,30.243
7/26/2023 19:00,0.535551267,0.5,0.612,29.865
7/26/2023 20:00,0.746427148,0,0.849,24.532
7/26/2023 21:00,0,0,0.929,21.748
7/26/2023 22:00,0,0,0.953,20.913
7/26/2023 23:00,0,0,0.967,19.246
7/27/2023 0:00,0,0,0.969,18.794
7/27/2023 1:00,0,0,0.973,18.557
7/27/2023 2:00,0,0,0.974,18.913
7/27/2023 3:00,0,0,0.977,18.509
7/27/2023 4:00,0,0,0.98,18.271
7/27/2023 5:00,0,0,0.981,17.986
7/27/2023 6:00,0,0,0.982,17.486
7/27/2023 7:00,0.635674206,0,0.984,18.057
7/27/2023 8:00,0.505830314,0,0.978,20.365
7/27/2023 9:00,0.358864531,0.25,0.877,25.016
7/27/2023 10:00,0.111210224,1.26,0.732,29.165
7/27/2023 11:00,0.145764961,1.51,0.69,30.621
7/27/2023 12:00,0,2.01,0.672,31.561
7/27/2023 13:00,0,2.27,0.636,32.949
7/27/2023 14:00,0.006190642,2.01,0.611,33.339
7/27/2023 15:00,0,3.02,0.585,33.313
7/27/2023 16:00,0.208361066,3.02,0.64,32.458
7/27/2023 17:00,0.736332454,2.27,0.686,31.433
7/27/2023 18:00,0.429401434,1.76,0.591,32.227
7/27/2023 19:00,0.529077719,1.51,0.664,30.748
7/27/2023 20:00,0.832941833,0,0.793,27.038
7/27/2023 21:00,0,0,0.919,23.497
7/27/2023 22:00,0,0.25,0.94,22.992
7/27/2023 23:00,0,2.52,0.813,26.402
7/28/2023 0:00,0,1.76,0.839,20.126
7/28/2023 1:00,0,1.01,0.879,19.579
7/28/2023 2:00,0,0.76,0.884,19.793
7/28/2023 3:00,0,1.26,0.941,19.103
7/28/2023 4:00,0,0.5,0.937,18.985
7/28/2023 5:00,0,1.01,0.956,18.675
7/28/2023 6:00,0,0.5,0.932,19.032
7/28/2023 7:00,0.854294495,0,0.956,19.103
7/28/2023 8:00,0.788198924,0,0.886,21.533
7/28/2023 9:00,0.368760897,0,0.78,24.436
7/28/2023 10:00,0.2805228,1.76,0.748,26.989
7/28/2023 11:00,0.20651601,0.76,0.65,29.615
7/28/2023 12:00,0.084639721,0.5,0.626,30.621
7/28/2023 13:00,0,0.5,0.673,32.15
7/28/2023 14:00,0.454751887,0.5,0.582,32.898
7/28/2023 15:00,0.776417775,0.5,0.679,30.243
7/28/2023 16:00,0.630298799,0.25,0.685,29.54
7/28/2023 17:00,0.442627492,0.25,0.663,30.444
7/28/2023 18:00,0.622367238,0,0.617,32.691
7/28/2023 19:00,0.54263937,1.01,0.684,30.243
7/28/2023 20:00,0.383913199,0,0.864,26.5
7/28/2023 21:00,0,0.5,0.891,22.011
7/28/2023 22:00,0,0,0.921,21.151
7/28/2023 23:00,0,0,0.953,20.317
7/29/2023 0:00,0,0,0.961,20.246
7/29/2023 1:00,0,0.25,0.968,19.532
7/29/2023 2:00,0,0,0.971,18.39
7/29/2023 3:00,0,0,0.972,17.605
7/29/2023 4:00,0,0,0.978,16.296
7/29/2023 5:00,0,0,0.98,17.201
7/29/2023 6:00,0.385265764,0,0.981,17.915
7/29/2023 7:00,0.863609977,0,0.981,18.58
7/29/2023 8:00,0.750763966,0,0.934,21.437
7/29/2023 9:00,0.690600407,1.01,0.832,22.465
7/29/2023 10:00,0.791077325,1.51,0.769,23.424
7/29/2023 11:00,0.05119802,1.01,0.695,26.012
7/29/2023 12:00,0.685030224,1.26,0.714,25.065
7/29/2023 13:00,0,1.26,0.633,27.407
7/29/2023 14:00,0.76461464,0.76,0.586,27.974
7/29/2023 15:00,0,0.76,0.575,29.365
7/29/2023 16:00,0.089994417,2.01,0.523,28.642
7/29/2023 17:00,0.284110703,1.76,0.513,27.924
7/29/2023 18:00,0.420633138,1.51,0.55,27.727
7/29/2023 19:00,0.523679515,1.01,0.605,26.671
7/29/2023 20:00,0.679534193,0.25,0.669,24.074
7/29/2023 21:00,0,0,0.791,20.507
7/29/2023 22:00,0,0,0.937,17.391
7/29/2023 23:00,0,0,0.956,16.296
7/30/2023 0:00,0,0,0.962,15.055
7/30/2023 1:00,0,0,0.968,14.266
7/30/2023 2:00,0,0,0.971,12.944
7/30/2023 3:00,0,0,0.975,12.509
7/30/2023 4:00,0,0,0.978,11.419
7/30/2023 5:00,0,0,0.98,11.394
7/30/2023 6:00,0,0,0.983,11.102
7/30/2023 7:00,0.627860507,0,0.982,12.219
7/30/2023 8:00,0.496789451,0,0.976,15.055
7/30/2023 9:00,0.335628942,0,0.833,19.651
7/30/2023 10:00,0.212661447,0.25,0.581,24.267
7/30/2023 11:00,0.098304403,0.5,0.5,25.428
7/30/2023 12:00,0,1.26,0.464,26.134
7/30/2023 13:00,0,1.76,0.483,25.307
7/30/2023 14:00,0,1.51,0.486,26.402
7/30/2023 15:00,0.08652525,1.26,0.52,26.622
7/30/2023 16:00,0.119556966,1.51,0.509,26.622
7/30/2023 17:00,0.715219105,1.51,0.517,26.085
7/30/2023 18:00,0.704144519,0,0.66,24.726
7/30/2023 19:00,0.837813083,0,0.723,23.497
7/30/2023 20:00,0.626650259,0,0.801,20.055
7/30/2023 21:00,0,0,0.917,17.225
7/30/2023 22:00,0,0,0.949,15.485
7/30/2023 23:00,0,0,0.956,13.882
7/31/2023 0:00,0,0,0.965,13.305
7/31/2023 1:00,0,0,0.967,12.485
7/31/2023 2:00,0,0,0.97,11.443
7/31/2023 3:00,0,0,0.974,10.834
7/31/2023 4:00,0,0,0.976,10.492
7/31/2023 5:00,0,0,0.978,9.805
7/31/2023 6:00,0,0,0.981,9.608
7/31/2023 7:00,0.661760958,0,0.98,10.247
7/31/2023 8:00,0.588407526,0,0.981,13.112
7/31/2023 9:00,0.382512419,0,0.91,17.534
7/31/2023 10:00,0.234763254,0,0.749,23.16
7/31/2023 11:00,0.131657734,0.76,0.497,25.987
7/31/2023 12:00,0.057876747,0.5,0.449,26.109
7/31/2023 13:00,0.018371677,1.01,0.419,27.259
7/31/2023 14:00,0.023803189,1.01,0.377,27.505
7/31/2023 15:00,0.086385033,0.76,0.369,28.394
7/31/2023 16:00,0.174134855,0.76,0.355,28.345
7/31/2023 17:00,0.286096771,1.26,0.397,27.751
7/31/2023 18:00,0.417535492,0.5,0.416,28.072
7/31/2023 19:00,0.517442248,0.5,0.447,26.402
7/31/2023 20:00,0.636934145,0,0.701,19.46
7/31/2023 21:00,0,0,0.848,15.843
7/31/2023 22:00,0,0,0.932,14.433
7/31/2023 23:00,0,0,0.947,13.473
8/1/2023 0:00,0,0,0.956,12.413
