thermal conductivity,thermal diffusivity,hypo thickness,hypo %,sediment porosity,wind function a,wind function b,accretion temp,tree canopy,grass canopy,tree overhang,grass overhang,18.3,17.5,16.1,14.9,13.8,12.2,10.7,8.5,8.0,7.2,5.7,2.7,2.3,1.2,0.0,overall rmse,nse
1.5994042429953848,0.0066428140442485,0.3921134678226962,0.0258883632628398,0.7080625699694507,3.968938716995309e-09,1.3790795939311194e-09,11.674547847593615,0.7580948238516905,0.1257378187620046,0.3733136109280664,1.0514140507835914,0.0,0.5390721375660217,0.7143513028732198,1.0687964783265955,0.8592105984080194,0.7214998706398591,0.809448055004149,0.9301306263100899,0.6297567671331525,0.6018743348905985,0.6933768378378381,0.8195288488922561,0.8039109333958167,0.8236765720940875,0.8726735078195051,0.7776647765136577,0.8337602974486761
1.5154338715042752,0.0067680070860152,0.3608848091498582,0.0370359935149549,0.7698551197571925,2.682978978850629e-09,1.6371979718428595e-09,12.950377702710284,0.5785143031546103,0.2752308773534451,1.1411330768047692,0.1936824532171833,0.0,0.5838294182949901,0.6912468936639062,0.810423526517668,0.6824995391329337,0.7897768220621991,0.849240274696547,0.8520473317251805,0.7976260703383092,0.8320770578297824,0.8559885721102433,0.987613271942346,0.9959898408116419,0.8557502136040244,0.907573890058912,0.8208344801991917,0.8170414579966507
1.4521164735368806,0.0064548168744267,0.3806032118122983,0.0257116170199854,0.9214984426773996,1.6929837289746891e-09,1.6989560948366411e-09,11.356339221404262,0.6555783164191658,0.1225377688302371,1.772481280930043,0.3483916874035596,0.0,0.6069966428380529,0.6491183220980079,0.7338719630039925,0.6530576690333966,0.7934877129903567,0.8546975937429565,0.9072112060687229,0.8749720637445135,0.9228834215833186,0.9417153378719778,1.0175999273617635,1.033317890139977,0.8717716702688458,0.9347948172816677,0.8425354455733965,0.8059392496710367
1.4629603403530749,0.0065312306904121,0.3443467637690173,0.0293936189481501,0.8091275925682933,3.6326562983739062e-09,3.142782193857359e-09,9.818994844259976,0.5572180742267386,0.2031987293514248,0.6115500805863859,1.0860587309145104,0.0,0.5277209797800348,0.7926133872618268,1.1447925858716357,0.9313889714650193,0.7806170796235501,0.8667486577241793,1.0478108994867983,0.6723462088710943,0.6491870596497339,0.7803797817943089,0.964338888868085,0.9139097320487034,0.9887383186414896,1.0432750563729587,0.864561971961387,0.7930181094037481
1.5402154505724328,0.0062847887925761,0.3167146556268572,0.0242122946057763,0.7016655236156754,1.390464492012317e-09,1.6237086450004726e-09,10.442421355020466,0.7854437233334757,0.2995613875897535,0.4332486910233631,0.4463775784403564,0.0,0.6156841482583958,0.6656199617023717,0.7650859542670134,0.6286828242444675,0.7661595599699408,0.8364364642637239,0.9220527338498595,0.8791885448146678,0.9258504416661113,0.9558476958525697,1.0369324172770369,1.0467851163602457,0.8762607187646837,0.9456997306668397,0.8475918794255664,0.803321837032151
1.544024618355874,0.006696094759952,0.3741295603497105,0.0334054401128593,0.9176889950849756,2.4435419054949263e-09,3.1271564225366407e-09,10.729695747878992,0.5204406484082507,0.1610136456620702,0.3959876004351907,0.5941892031107461,0.0,0.575518802762632,0.7372855919972033,0.9544891679584424,0.7892539807734055,0.757721885984561,0.8246885629840314,0.8359932300363841,0.6668655351718215,0.676820812204629,0.7622371642627596,0.877828308811011,0.8852104569912549,0.8159226944079935,0.8608339346238623,0.7871907234978563,0.832106049102799
1.5732258702441777,0.0064903090171463,0.3132221493969467,0.0324831027647519,0.8768975944137994,1.1758481503881864e-09,2.218751944437302e-09,10.19076417693136,0.759309549463864,0.1883448462560963,1.703944371466931,0.3369857213425282,0.0,0.6019922550719956,0.7126227426439135,0.8761462209585795,0.6799315760917909,0.8126984349478386,0.8437982946672344,0.8508823636378885,0.8120292425461042,0.8640884535644099,0.8603993780506817,1.0472657825260978,1.0396144030761276,0.8828159579342307,0.9343674081965829,0.8441894652795339,0.8060589252455108
1.454410050110881,0.0067603420829985,0.2608666341930937,0.037374989176686,0.6285385594607081,1.888961756724966e-09,3.2099418478169582e-09,10.849159583833028,0.7929699908935008,0.3401473052904848,0.9560357230101146,1.4939480247665702,0.0,0.5336196156908025,0.7892968321550518,1.1254954886256392,0.8157004962505133,0.8049520258996803,0.8307661938937251,0.8984316418997422,0.6660710374402017,0.6726670701394563,0.6975696655173591,1.0001831713907874,0.9288748438298884,0.904482998550369,0.943557302976348,0.8294048845899689,0.8105103038369725
1.5933940071754156,0.0067018095598052,0.3392676179699986,0.0178158890680619,0.9304670872541468,1.404078006130392e-09,1.9726434049691144e-09,11.30001642766242,0.552187154137051,0.2912639186804974,0.6583829299904228,1.614607595976978,0.0,0.6163817715777562,0.635468156755317,0.6679442608980682,0.6463212911032201,0.7927257307333138,0.8985244823691042,0.9439972197610894,0.9203872249403144,0.9685697193112464,1.036600876382355,1.0437331367500027,1.064872791268203,0.8920852825916739,0.9631840368018978,0.8636282843745402,0.7944632970962225
1.4777655355787034,0.006793694220057,0.3964478486434234,0.0359928264478702,0.8678537118685725,3.694020309599201e-09,2.293014992862245e-09,10.958278014488528,0.5562009159757041,0.3810645873516916,0.7864399355343312,1.6447301851221552,0.0,0.5372097546582711,0.7757944850280903,1.0839573401046123,0.8618205819658754,0.7461534541678853,0.8125359980743416,0.8981443681279752,0.5984769264558157,0.5868686484924319,0.6920251544681499,0.8919303582679534,0.8631745948821709,0.8791588243884036,0.9229161678252976,0.7964404754933767,0.825016045930856
