,DATETIME,FLOW1,TEMPERATURE1
0,7/1/2023 0:00,0.006823529411764706,14.133236
1,7/1/2023 1:00,0.006823529411764706,13.80247096
2,7/1/2023 2:00,0.006823529411764706,13.54721819
3,7/1/2023 3:00,0.006823529411764706,13.3174907
4,7/1/2023 4:00,0.006823529411764706,13.11328849
5,7/1/2023 5:00,0.006823529411764706,12.933548
6,7/1/2023 6:00,0.006823529411764706,12.83144689
7,7/1/2023 7:00,0.006823529411764706,12.80592161
8,7/1/2023 8:00,0.006823529411764706,12.90802272
9,7/1/2023 9:00,0.006823529411764706,13.13881376
10,7/1/2023 10:00,0.006823529411764706,13.59826874
11,7/1/2023 11:00,0.006823529411764706,14.26086238
12,7/1/2023 12:00,0.006823529411764706,15.02343002
13,7/1/2023 13:00,0.006823529411764706,15.78493411
14,7/1/2023 14:00,0.006823529411764706,16.08911032
15,7/1/2023 15:00,0.006823529411764706,16.31671071
16,7/1/2023 16:00,0.006823529411764706,16.77297503
17,7/1/2023 17:00,0.006823529411764706,16.67087392
18,7/1/2023 18:00,0.006823529411764706,16.44327354
19,7/1/2023 19:00,0.006823529411764706,16.29118543
20,7/1/2023 20:00,0.006823529411764706,15.91149694
21,7/1/2023 21:00,0.006823529411764706,15.40418207
22,7/1/2023 22:00,0.006823529411764706,14.84581664
23,7/1/2023 23:00,0.006823529411764706,14.38742521
24,7/2/2023 0:00,0.006823529411764706,13.92903379
25,7/2/2023 1:00,0.006823529411764706,13.57274347
26,7/2/2023 2:00,0.006823529411764706,13.26644015
27,7/2/2023 3:00,0.006823529411764706,12.95907327
28,7/2/2023 4:00,0.006823529411764706,12.70382051
29,7/2/2023 5:00,0.006823529411764706,12.47302946
30,7/2/2023 6:00,0.006823529411764706,12.29328897
31,7/2/2023 7:00,0.006823529411764706,12.24223842
32,7/2/2023 8:00,0.006823529411764706,12.3698648
33,7/2/2023 9:00,0.006823529411764706,12.83144689
34,7/2/2023 10:00,0.006823529411764706,13.49616764
35,7/2/2023 11:00,0.006823529411764706,14.54057687
36,7/2/2023 12:00,0.006823529411764706,16.1146356
37,7/2/2023 13:00,0.006823529411764706,17.70890184
38,7/2/2023 14:00,0.006823529411764706,18.7458662
39,7/2/2023 15:00,0.006823529411764706,19.22659225
40,7/2/2023 16:00,0.006823529411764706,19.04897886
41,7/2/2023 17:00,0.006823529411764706,18.87242903
42,7/2/2023 18:00,0.006823529411764706,18.31512716
43,7/2/2023 19:00,0.006823529411764706,17.65785129
44,7/2/2023 20:00,0.006823529411764706,17.02610069
45,7/2/2023 21:00,0.006823529411764706,16.41774826
46,7/2/2023 22:00,0.006823529411764706,15.70835828
47,7/2/2023 23:00,0.006823529411764706,15.02343002
48,7/3/2023 0:00,0.006823529411764706,14.41295049
49,7/3/2023 1:00,0.006823529411764706,13.87904679
50,7/3/2023 2:00,0.006823529411764706,13.41959181
51,7/3/2023 3:00,0.006823529411764706,13.0356491
52,7/3/2023 4:00,0.006823529411764706,12.70382051
53,7/3/2023 5:00,0.006823529411764706,12.39645363
54,7/3/2023 6:00,0.006823529411764706,12.16459904
55,7/3/2023 7:00,0.006823529411764706,12.08802321
56,7/3/2023 8:00,0.006823529411764706,12.24223842
57,7/3/2023 9:00,0.006823529411764706,12.78039634
58,7/3/2023 10:00,0.006823529411764706,13.6493193
59,7/3/2023 11:00,0.006823529411764706,14.89686719
60,7/3/2023 12:00,0.006823529411764706,16.39328654
61,7/3/2023 13:00,0.006823529411764706,17.83546467
62,7/3/2023 14:00,0.006823529411764706,18.99792831
63,7/3/2023 15:00,0.006823529411764706,19.17554169
64,7/3/2023 16:00,0.006823529411764706,19.04897886
65,7/3/2023 17:00,0.006823529411764706,18.72034093
66,7/3/2023 18:00,0.006823529411764706,18.44168999
67,7/3/2023 19:00,0.006823529411764706,17.75888884
68,7/3/2023 20:00,0.006823529411764706,17.12713824
69,7/3/2023 21:00,0.006823529411764706,16.51984937
70,7/3/2023 22:00,0.006823529411764706,15.96254749
71,7/3/2023 23:00,0.006823529411764706,15.55627017
72,7/4/2023 0:00,0.006823529411764706,15.20104341
73,7/4/2023 1:00,0.006823529411764706,14.87134192
74,7/4/2023 2:00,0.006823529411764706,14.48952632
75,7/4/2023 3:00,0.006823529411764706,14.28638766
76,7/4/2023 4:00,0.006823529411764706,13.98008434
77,7/4/2023 5:00,0.006823529411764706,13.67484457
78,7/4/2023 6:00,0.006823529411764706,13.41959181
79,7/4/2023 7:00,0.006823529411764706,13.26644015
80,7/4/2023 8:00,0.006823529411764706,13.34301598
81,7/4/2023 9:00,0.006823529411764706,13.80247096
82,7/4/2023 10:00,0.006823529411764706,14.28638766
83,7/4/2023 11:00,0.006823529411764706,14.74371553
84,7/4/2023 12:00,0.006823529411764706,15.96254749
85,7/4/2023 13:00,0.006823529411764706,16.87401258
86,7/4/2023 14:00,0.006823529411764706,17.58233901
87,7/4/2023 15:00,0.006823529411764706,17.68337656
88,7/4/2023 16:00,0.006823529411764706,17.80993939
89,7/4/2023 17:00,0.006823529411764706,17.83546467
90,7/4/2023 18:00,0.006823529411764706,17.60786429
91,7/4/2023 19:00,0.006823529411764706,17.07608769
92,7/4/2023 20:00,0.006823529411764706,16.56983637
93,7/4/2023 21:00,0.006823529411764706,16.1146356
94,7/4/2023 22:00,0.006823529411764706,15.632846
95,7/4/2023 23:00,0.006823529411764706,15.14999285
96,7/5/2023 0:00,0.006823529411764706,14.69266498
97,7/5/2023 1:00,0.006823529411764706,14.28638766
98,7/5/2023 2:00,0.006823529411764706,13.95455906
