,DATETIME,INFLOW,TEMPERATURE
0,8/1/2023 0:00,0.29682352941176465,19.77
1,8/1/2023 1:00,0.29682352941176465,19.127
2,8/1/2023 2:00,0.29682352941176465,18.533
3,8/1/2023 3:00,0.29682352941176465,18.01
4,8/1/2023 4:00,0.29682352941176465,17.534
5,8/1/2023 5:00,0.29682352941176465,17.13
6,8/1/2023 6:00,0.29682352941176465,16.773
7,8/1/2023 7:00,0.29682352941176465,16.511
8,8/1/2023 8:00,0.29682352941176465,16.415
9,8/1/2023 9:00,0.29682352941176465,16.701
10,8/1/2023 10:00,0.29682352941176465,17.605
11,8/1/2023 11:00,0.29682352941176465,18.628
12,8/1/2023 12:00,0.29682352941176465,20.174
13,8/1/2023 13:00,0.29682352941176465,21.652
14,8/1/2023 14:00,0.29682352941176465,22.992
15,8/1/2023 15:00,0.29682352941176465,23.833
16,8/1/2023 16:00,0.29682352941176465,24.436
17,8/1/2023 17:00,0.29682352941176465,25.016
18,8/1/2023 18:00,0.29682352941176465,24.992
19,8/1/2023 19:00,0.29682352941176465,24.508
20,8/1/2023 20:00,0.29682352941176465,23.737
21,8/1/2023 21:00,0.29682352941176465,22.872
22,8/1/2023 22:00,0.29682352941176465,22.082
23,8/1/2023 23:00,0.29682352941176465,21.39
24,8/2/2023 0:00,0.29682352941176465,20.793
25,8/2/2023 1:00,0.29682352941176465,20.269
26,8/2/2023 2:00,0.29682352941176465,19.817
27,8/2/2023 3:00,0.29682352941176465,19.365
28,8/2/2023 4:00,0.29682352941176465,18.961
29,8/2/2023 5:00,0.29682352941176465,18.604
30,8/2/2023 6:00,0.29682352941176465,18.295
31,8/2/2023 7:00,0.29682352941176465,18.057
32,8/2/2023 8:00,0.29682352941176465,17.962
33,8/2/2023 9:00,0.29682352941176465,18.176
34,8/2/2023 10:00,0.29682352941176465,18.961
35,8/2/2023 11:00,0.29682352941176465,19.96
36,8/2/2023 12:00,0.29682352941176465,21.127
37,8/2/2023 13:00,0.29682352941176465,21.987
38,8/2/2023 14:00,0.29682352941176465,23.376
39,8/2/2023 15:00,0.29682352941176465,24.122
40,8/2/2023 16:00,0.29682352941176465,24.412
41,8/2/2023 17:00,0.29682352941176465,24.798
42,8/2/2023 18:00,0.29682352941176465,24.847
43,8/2/2023 19:00,0.29682352941176465,24.484
44,8/2/2023 20:00,0.29682352941176465,23.954
45,8/2/2023 21:00,0.29682352941176465,23.184
46,8/2/2023 22:00,0.29682352941176465,22.393
47,8/2/2023 23:00,0.29682352941176465,21.7
48,8/3/2023 0:00,0.29682352941176465,21.103
49,8/3/2023 1:00,0.29682352941176465,20.579
50,8/3/2023 2:00,0.29682352941176465,20.126
51,8/3/2023 3:00,0.29682352941176465,19.77
52,8/3/2023 4:00,0.29682352941176465,19.46
53,8/3/2023 5:00,0.29682352941176465,19.222
54,8/3/2023 6:00,0.29682352941176465,19.032
55,8/3/2023 7:00,0.29682352941176465,18.937
56,8/3/2023 8:00,0.29682352941176465,19.008
57,8/3/2023 9:00,0.29682352941176465,19.341
58,8/3/2023 10:00,0.29682352941176465,19.96
59,8/3/2023 11:00,0.29682352941176465,21.008
60,8/3/2023 12:00,0.29682352941176465,21.987
61,8/3/2023 13:00,0.29682352941176465,23.16
62,8/3/2023 14:00,0.29682352941176465,24.508
63,8/3/2023 15:00,0.29682352941176465,25.283
64,8/3/2023 16:00,0.29682352941176465,26.182
65,8/3/2023 17:00,0.29682352941176465,26.695
66,8/3/2023 18:00,0.29682352941176465,26.646
67,8/3/2023 19:00,0.29682352941176465,26.085
68,8/3/2023 20:00,0.29682352941176465,25.162
69,8/3/2023 21:00,0.29682352941176465,24.171
70,8/3/2023 22:00,0.29682352941176465,23.28
71,8/3/2023 23:00,0.29682352941176465,22.561
72,8/4/2023 0:00,0.29682352941176465,21.939
73,8/4/2023 1:00,0.29682352941176465,21.39
74,8/4/2023 2:00,0.29682352941176465,20.865
75,8/4/2023 3:00,0.29682352941176465,20.388
76,8/4/2023 4:00,0.29682352941176465,19.984
77,8/4/2023 5:00,0.29682352941176465,19.579
78,8/4/2023 6:00,0.29682352941176465,19.222
79,8/4/2023 7:00,0.29682352941176465,18.913
80,8/4/2023 8:00,0.29682352941176465,18.747
81,8/4/2023 9:00,0.29682352941176465,18.961
82,8/4/2023 10:00,0.29682352941176465,19.746
83,8/4/2023 11:00,0.29682352941176465,20.746
84,8/4/2023 12:00,0.29682352941176465,22.058
85,8/4/2023 13:00,0.29682352941176465,23.472
86,8/4/2023 14:00,0.29682352941176465,24.581
87,8/4/2023 15:00,0.29682352941176465,25.355
88,8/4/2023 16:00,0.29682352941176465,25.598
89,8/4/2023 17:00,0.29682352941176465,25.72
90,8/4/2023 18:00,0.29682352941176465,25.428
91,8/4/2023 19:00,0.29682352941176465,24.944
92,8/4/2023 20:00,0.29682352941176465,24.243
93,8/4/2023 21:00,0.29682352941176465,23.376
94,8/4/2023 22:00,0.29682352941176465,22.585
95,8/4/2023 23:00,0.29682352941176465,21.915
96,8/5/2023 0:00,0.29682352941176465,21.294
97,8/5/2023 1:00,0.29682352941176465,20.746
98,8/5/2023 2:00,0.29682352941176465,20.246
99,8/5/2023 3:00,0.29682352941176465,19.793
100,8/5/2023 4:00,0.29682352941176465,19.365
101,8/5/2023 5:00,0.29682352941176465,18.961
102,8/5/2023 6:00,0.29682352941176465,18.675
103,8/5/2023 7:00,0.29682352941176465,18.461
104,8/5/2023 8:00,0.29682352941176465,18.366
105,8/5/2023 9:00,0.29682352941176465,18.604
106,8/5/2023 10:00,0.29682352941176465,19.294
107,8/5/2023 11:00,0.29682352941176465,20.246
108,8/5/2023 12:00,0.29682352941176465,21.461
109,8/5/2023 13:00,0.29682352941176465,22.776
110,8/5/2023 14:00,0.29682352941176465,23.905
111,8/5/2023 15:00,0.29682352941176465,24.774
112,8/5/2023 16:00,0.29682352941176465,25.21
113,8/5/2023 17:00,0.29682352941176465,25.234
114,8/5/2023 18:00,0.29682352941176465,24.968
115,8/5/2023 19:00,0.29682352941176465,24.315
116,8/5/2023 20:00,0.29682352941176465,23.545
117,8/5/2023 21:00,0.29682352941176465,22.705
118,8/5/2023 22:00,0.29682352941176465,21.915
119,8/5/2023 23:00,0.29682352941176465,21.246
120,8/6/2023 0:00,0.29682352941176465,20.722
121,8/6/2023 1:00,0.29682352941176465,20.317
122,8/6/2023 2:00,0.29682352941176465,19.96
123,8/6/2023 3:00,0.29682352941176465,19.579
