STREAM_ID,NODE_ID,STREAM_KM,INFLOW,TEMPERATURE,OUTFLOW
,,3.4,7.60E-05,9.2026167,
,,3.3,0.000179333,9.2026167,
,,3.2,0.00024083,9.2026167,
,,3.1,0.000228039,9.2026167,
,,3,4.51E-05,9.2026167,
,,2.9,0.001770214,9.2026167,
,,2.8,7.55E-05,9.2026167,
,,2.7,0.000465027,9.2026167,
,,2.6,0,9.2026167,
,,2.5,8.73E-05,9.2026167,
,,2.4,0.000120571,9.2026167,
,,2.3,0.021938715,9.2026167,
,,2.2,0.000224419,9.2026167,
,,2.1,0.001889162,9.2026167,
,,2,0.00047333,9.2026167,
,,1.9,0.00021303,9.2026167,
,,1.8,0.001115252,9.2026167,
,,1.7,0.000102473,9.2026167,
,,1.6,0.000667146,9.2026167,
,,1.5,0.000190518,9.2026167,
,,1.4,0,9.2026167,
,,1.3,0.000839255,9.2026167,
,,1.2,0.000209441,9.2026167,
,,1.1,0.001341921,9.2026167,
,,1,0.000104901,9.2026167,
,,0.9,6.13E-05,9.2026167,
,,0.8,0.00024628,9.2026167,
,,0.7,2.40E-05,9.2026167,
,,0.6,2.01E-05,9.2026167,
,,0.5,0.000121566,9.2026167,
,,0.4,3.92E-05,9.2026167,
,,0.3,0.000728072,9.2026167,
,,0.2,0.001956002,9.2026167,
,,0.1,0.000133075,9.2026167,
,,0,0.00010196,9.2026167,
