STREAM_ID,NODE_ID,STREAM_KM,INFLOW,TEMPERATURE,OUTFLOW
,,23.5,0.00083603,11.44180218,
,,23.4,0.00083603,11.44180218,
,,23.3,0.000186073,11.44180218,
,,23.2,6.18E-05,11.44180218,
,,23.1,0.000237476,11.44180218,
,,23,0.00028514,11.44180218,
,,22.9,0.002473824,11.44180218,
,,22.8,0,11.44180218,
,,22.7,0.000348538,11.44180218,
,,22.6,0.000552225,11.44180218,
,,22.5,0.000653811,11.44180218,
,,22.4,0.000253142,11.44180218,
,,22.3,0,11.44180218,
,,22.2,0.000134272,11.44180218,
,,22.1,0.000616918,11.44180218,
,,22,0.000199048,11.44180218,
,,21.9,0.000148882,11.44180218,
,,21.8,0.001188012,11.44180218,
,,21.7,0.000139469,11.44180218,
,,21.6,0.000139469,11.44180218,
,,21.5,0.000139469,11.44180218,
,,21.4,0.001552544,11.44180218,
,,21.3,0.001552544,11.44180218,
,,21.2,0.000482466,11.44180218,
,,21.1,0.000157013,11.44180218,
,,21,7.03E-05,11.44180218,
,,20.9,0,11.44180218,
,,20.8,9.42E-05,11.44180218,
,,20.7,0.003062322,11.44180218,
,,20.6,0.00031635,11.44180218,
,,20.5,0.00037899,11.44180218,
,,20.4,0.000273013,11.44180218,
,,20.3,0.000773692,11.44180218,
,,20.2,0.001209822,11.44180218,
,,20.1,0.000517444,11.44180218,
,,20,0.000631455,11.44180218,
,,19.9,0.000588866,11.44180218,
,,19.8,0.000303071,11.44180218,
,,19.7,0.000112126,11.44180218,
,,19.6,0.000112126,11.44180218,
,,19.5,0,11.44180218,
,,19.4,9.32E-05,11.44180218,
,,19.3,0.000590062,11.44180218,
,,19.2,0.000334217,11.44180218,
,,19.1,0.000277074,11.44180218,
,,19,0.000519244,11.44180218,
,,18.9,0.000366933,11.44180218,
,,18.8,0.000366933,11.44180218,
,,18.7,0,11.44180218,
,,18.6,0.000136643,11.44180218,
,,18.5,0.004438301,11.44180218,
,,18.4,0.000240419,11.44180218,
,,18.3,0.001596649,11.44180218,
