thermal conductivity,thermal diffusivity,hypo thickness,hypo %,sediment porosity,wind function a,wind function b,accretion temp,tree canopy,grass canopy,tree overhang,grass overhang,1.2,0.0,18.5,17.6,16.2,7.2,10.8,2.4,12.3,overall rmse,nse
1.5897391304698254,0.0066933417838741,0.2779689347957384,0.0129621956638883,0.60760365730299,2.700286070516201e-09,2.7926471445341127e-09,10.830393925335024,0.5597549883414271,0.1087510991851858,1.5302674544518042,0.8263322263545769,0.5428576520113005,0.59276459363918,0.0,0.7787482766611928,0.46763751787575797,0.49132625319977896,0.6629915846520561,0.5212373546294539,0.5632695334310803,0.5776040957624751,0.9518752807504263
1.5934860494594891,0.0063080875696814,0.386867116879064,0.0121367088392306,0.6464727642660766,3.447289664671468e-09,3.2824005809233803e-09,9.383359913518769,0.7583927590715954,0.1443806109167842,1.231513309814681,0.3987362592362354,1.094468447149371,1.128336477500543,0.0,0.8115368479773423,0.5518589786273903,0.820840197644733,0.9228315478054486,1.0674251589364734,0.7555879955556319,0.8941107063996167,0.8829000867889095
1.4473446991675267,0.0062929190424454,0.3059206665503929,0.0344716177396343,0.6505357973147443,1.089236149977876e-09,2.2513923649709702e-09,12.565471342008331,0.5940535215706482,0.1840322783625996,0.3357788874533084,0.0524139499848563,0.8654639906816844,0.926064804135398,0.0,0.7670548842271111,0.6750310093185844,0.8077044200317891,1.261450738265052,0.8871423706282373,1.125209343423604,0.9143901950889325,0.8780268153611567
1.406989171563639,0.0067605249920231,0.3830324467103622,0.0206796656008919,0.873685412267251,2.820606817628273e-09,1.1025714445934235e-09,10.007235986303671,0.7514493018640955,0.183002692941477,0.3014512783992636,0.1966699606598317,0.49321657212008685,0.5330187194440527,0.0,0.7653067803992071,0.5503317848378172,0.5266633362895757,0.8562145862911805,0.4834545008322912,0.7256366520741172,0.6167303665360411,0.9440526339415427
1.570616226112053,0.0065922182048413,0.3931334084308111,0.0354514991033587,0.6253971184989033,2.2707263039085075e-09,1.6092904304440684e-09,12.030047331030753,0.6960494631882116,0.1571973482590444,0.6387845367288264,0.2052714439207011,0.5982187470361954,0.6343101611637286,0.0,0.7750435203730317,0.6713530848323322,0.5656988282695622,1.0370093051120075,0.6059987458732896,0.9380346823427043,0.7282083843753564,0.9217999251988064
1.5486887074590538,0.006758708743711,0.3647160192258381,0.0236871971639774,0.7397127500888324,3.981109618796695e-09,1.0207119843990034e-09,10.775624229618332,0.7284114691196917,0.1880079627452802,0.076798518489546,0.5492807962317787,0.5839743097469652,0.6102445028542975,0.0,0.7745446803158329,0.5532784237313675,0.5161102090127864,0.7984501028903155,0.5619549199743101,0.6603440882831886,0.632362654601133,0.9424986077702614
1.4095719539537048,0.0067393248369841,0.3842941669293322,0.0369071025883312,0.9383571101086668,2.0740550596806062e-09,1.9452741896315635e-09,11.11533008067,0.5764751465379151,0.1904965054146829,1.7881179319806877,0.6248116275066411,0.5537798394267848,0.5893072289891655,0.0,0.7734743448126339,0.6613629618909052,0.5428009107858975,1.02691341014929,0.5679540382665954,0.9016895239324035,0.7021602822817095,0.9267114028985503
1.4011376698757954,0.006544574999008,0.3922898290292762,0.0111512570043025,0.6418180199283308,1.8418162709395331e-09,1.3949843464619407e-09,11.773681679507494,0.5329859383667475,0.144978063363015,0.7299265603016085,0.4387382324827547,0.7933013756255843,0.8606205591348348,0.0,0.765471456349687,0.5262879430106044,0.8010460720728448,1.097457877102301,0.8195203923044123,1.0762157350333312,0.8424901763292001,0.8962604528664072
1.4493879774896632,0.0064076896361615,0.2807527882273054,0.0370414931535694,0.6424695520537521,3.082136012774928e-09,2.8413069063685854e-09,12.19483555103022,0.5215497931574913,0.1559133251877775,0.9032473106827876,0.786969270166526,0.5308377899472788,0.5680511589343575,0.0,0.7831471328343523,0.5829749046437971,0.44993066772991686,0.7889595595448619,0.529839447642187,0.6205164491059936,0.6067821387978432,0.946481944825829
1.578853071043259,0.0066663215676707,0.2848455687648593,0.0230539804765777,0.7134199896345882,1.6923968862247686e-09,1.392172493408888e-09,11.598759520558428,0.7200149621065769,0.1346843089578654,0.6311822277426655,0.6417905574188145,0.7068197325383294,0.7668198887649924,0.0,0.7627840827357374,0.6178602293848953,0.7285222907060259,1.122064366809627,0.7304217748442788,0.9724474729102053,0.8009674798367615,0.9065964104055481
