thermal conductivity,thermal diffusivity,hypo thickness,hypo %,sediment porosity,wind function a,wind function b,accretion temp,tree canopy,grass canopy,tree overhang,grass overhang,1.2,0.0,18.5,17.6,7.2,2.3,12.3,2.7,8.6,15.0,8.0,13.9,5.7,overall rmse,nse
1.5897391304698254,0.0066933417838741,0.2779689347957384,0.0129621956638883,0.60760365730299,2.700286070516201e-09,2.7926471445341127e-09,10.830393925335024,0.5597549883414271,0.1087510991851858,1.5302674544518042,0.8263322263545769,0.5814434137701334,0.6615904764278276,0.0,0.4475421786453952,0.5579726194745879,0.6447707339951672,0.8525143960172562,0.5685833037764418,0.9023694083725724,0.41337141088049784,0.6851728249743514,0.8161216433534894,0.7988625712536545,0.6608595817451147,0.9049199705865754
1.5934860494594891,0.0063080875696814,0.386867116879064,0.0121367088392306,0.6464727642660766,3.447289664671468e-09,3.2824005809233803e-09,9.383359913518769,0.7583927590715954,0.1443806109167842,1.231513309814681,0.3987362592362354,1.0663224461124943,1.1100894466588416,0.0,0.4260226576525402,0.7298403339658157,1.1694445676260163,0.6782088577028959,1.0939742227691351,1.1732633115233198,0.8400200544729075,0.7906267134368786,0.7383807724789878,0.9715286309471275,0.8989768346122466,0.822257806419237
1.4473446991675267,0.0062929190424454,0.3059206665503929,0.0344716177396343,0.6505357973147443,1.089236149977876e-09,2.2513923649709702e-09,12.565471342008331,0.5940535215706482,0.1840322783625996,0.3357788874533084,0.0524139499848563,1.0509667115724137,1.1380360250961594,0.0,0.47870929435305526,1.0772452132252275,1.051570544709198,1.4923572414695705,1.014872157917768,1.501667378199979,0.683310105906047,1.1708594358063082,1.3100710167773348,1.2763813365330912,1.1038372051305128,0.7310728191110876
1.406989171563639,0.0067605249920231,0.3830324467103622,0.0206796656008919,0.873685412267251,2.820606817628273e-09,1.1025714445934235e-09,10.007235986303671,0.7514493018640955,0.183002692941477,0.3014512783992636,0.1966699606598317,0.5093924050605124,0.6014208441959202,0.0,0.4434357300293549,0.5564674222270338,0.5572970318121807,0.8503478150145388,0.47670949696854187,0.8904214197034271,0.4342365880676875,0.7001372093501863,0.8473522543783076,0.7599871217110635,0.6356004448765629,0.9110686360162616
1.570616226112053,0.0065922182048413,0.3931334084308111,0.0354514991033587,0.6253971184989033,2.2707263039085075e-09,1.6092904304440684e-09,12.030047331030753,0.6960494631882116,0.1571973482590444,0.6387845367288264,0.2052714439207011,0.6263462119041407,0.6972294445995999,0.0,0.4340570994504448,0.6600510699307035,0.6835913394224163,1.0933770843126356,0.5881594587496377,1.0307495838789684,0.6644307317170091,0.7980966379455561,1.0594375363842836,0.8654828082733167,0.7667507505473927,0.8702225084269133
1.5486887074590538,0.006758708743711,0.3647160192258381,0.0236871971639774,0.7397127500888324,3.981109618796695e-09,1.0207119843990034e-09,10.775624229618332,0.7284114691196917,0.1880079627452802,0.076798518489546,0.5492807962317787,0.6066688795518247,0.6733152896922311,0.0,0.4166895375056431,0.4682566231957286,0.6883298901447378,0.7200312438244147,0.6009897501205825,0.8556582209523458,0.5765780220403824,0.617363378813483,0.7720584502915999,0.6805351105931275,0.639706199727175,0.9124991803648331
1.4095719539537048,0.0067393248369841,0.3842941669293322,0.0369071025883312,0.9383571101086668,2.0740550596806062e-09,1.9452741896315635e-09,11.11533008067,0.5764751465379151,0.1904965054146829,1.7881179319806877,0.6248116275066411,0.6606540902141351,0.7300587043176733,0.0,0.4268009009870216,0.7113558078884763,0.6927366213071169,1.1606513190876924,0.6363485757952688,1.0645746366898534,0.6040046774791288,0.8348950350692794,1.0729496555057931,0.8862522818494366,0.7901068588492398,0.8616344652977157
1.4011376698757954,0.006544574999008,0.3922898290292762,0.0111512570043025,0.6418180199283308,1.8418162709395331e-09,1.3949843464619407e-09,11.773681679507494,0.5329859383667475,0.144978063363015,0.7299265603016085,0.4387382324827547,0.9264646177359753,1.0106991143510515,0.0,0.5662643997433238,0.9985786853072719,0.9412917370117867,1.460010320853932,0.8981043186438126,1.3850814304581518,0.53939091382472,1.1023716726902952,1.3133781841749417,1.2700004092190942,1.0343029836678632,0.762226138635921
1.4493879774896632,0.0064076896361615,0.2807527882273054,0.0370414931535694,0.6424695520537521,3.082136012774928e-09,2.8413069063685854e-09,12.19483555103022,0.5215497931574913,0.1559133251877775,0.9032473106827876,0.786969270166526,0.5834624270964957,0.6519297308759585,0.0,0.400147577255359,0.5370630690772422,0.641237602154355,0.9198805529795705,0.5869995474160664,0.8938485202575807,0.5781327753351013,0.6645002170804761,0.8612093001510533,0.7210176498070857,0.6699524141238621,0.9025016955224986
1.578853071043259,0.0066663215676707,0.2848455687648593,0.0230539804765777,0.7134199896345882,1.6923968862247686e-09,1.392172493408888e-09,11.598759520558428,0.7200149621065769,0.1346843089578654,0.6311822277426655,0.6417905574188145,0.7676543479978473,0.8679755425701808,0.0,0.4741758140886847,0.8891804494401945,0.757367368091602,1.2287273189497065,0.7366304735641429,1.2321222663559,0.5083677384531792,0.9901657085222318,1.107165051870467,1.0809347567422067,0.8867055697205286,0.8251697187251198
1.5762568245613913,0.0062628316521016,0.3479489599249895,0.0166595443004531,0.9366117929062576,1.0932499025214807e-09,3.6389670350675964e-09,10.76988441727208,0.616681661432203,0.1123258624259454,0.5140961871371361,0.8853228794324431,0.542560815254843,0.6156715132682361,0.0,0.4470649372108413,0.5837282768263558,0.6094966851154047,0.9958703960188127,0.4969909608500609,0.9406173976879936,0.5000406104341261,0.7325200456301519,0.9453762484235224,0.8477972288033659,0.6881445929603095,0.8946373731395216
1.4826351731018377,0.0066269864097848,0.3854427144651908,0.0300736045601826,0.900474906513415,1.302801880095309e-09,2.560258284673826e-09,9.3205304409268,0.5914074119365199,0.1418726634043962,0.5310426771075238,0.5777770182508544,0.6269005299886099,0.7024786707319541,0.0,0.44889939453809324,0.6735750510027322,0.6653065255955332,1.1460598023227235,0.6003400554408033,1.0454966212283996,0.5736740746422715,0.8217647682477834,1.0804478065829928,0.8809778062849634,0.7721600922172384,0.867193715886023
1.415534101185257,0.0062084077200748,0.3568959555527602,0.0396831657260171,0.7883201123769313,1.5625818455353511e-09,3.096936480014619e-09,10.141378662173594,0.7391378374334843,0.1471105897066464,0.98907157890618,0.1412184137664923,0.5430737159140246,0.5801803547173929,0.0,0.3982062878291435,0.4573162057045432,0.6450691856950954,0.8953938521678604,0.5788502221358016,0.8315823444895081,0.825848831304293,0.6183737900062282,0.9388300683563561,0.6538554191613515,0.6638816897901333,0.9031091193857581
1.491044110788268,0.0062560331942414,0.2783128158863861,0.0170555179274661,0.775369808960926,1.8125771961825155e-09,3.145055600093223e-09,9.31382129192997,0.633114047852595,0.1211136070562718,1.0891367293004235,0.0210847118026078,0.5325750451031918,0.6050398121198306,0.0,0.42883511322340845,0.522108760700297,0.5940398217572063,0.836431350590113,0.5211436293543911,0.8710536841473472,0.4780403687625835,0.6657598202430061,0.8176893407645719,0.7422969138087534,0.6345844717145585,0.9123654641512274
1.465390124521485,0.0064945721538001,0.3200037324377781,0.0264230619957991,0.6145931513369043,1.7956989571661535e-09,2.229316288255523e-09,10.37859794567015,0.507961673943401,0.1410107865910519,1.656886826803378,0.15709047711006,0.7006735684920142,0.7794751742892989,0.0,0.4653841556535133,0.7758769158184822,0.7147781647709541,1.234645171564149,0.6723058871649622,1.1566361921537818,0.4839205959314674,0.9090627326171353,1.1137106375386143,0.9664098732766894,0.8310732557725885,0.8451508516785076
