DATETIME,INFLOW,TEMPERATURE
6/11/2023 0:00,0.3875196078431372,17.701
6/11/2023 1:00,0.3875196078431372,17.32
6/11/2023 2:00,0.3875196078431372,17.011
6/11/2023 3:00,0.3875196078431372,16.654
6/11/2023 4:00,0.3875196078431372,16.177
6/11/2023 5:00,0.3875196078431372,15.748
6/11/2023 6:00,0.3875196078431372,15.318
6/11/2023 7:00,0.3875196078431372,15.008
6/11/2023 8:00,0.3875196078431372,14.816
6/11/2023 9:00,0.3875196078431372,14.792
6/11/2023 10:00,0.3875196078431372,14.721
6/11/2023 11:00,0.3875196078431372,14.96
6/11/2023 12:00,0.3875196078431372,15.151
6/11/2023 13:00,0.3875196078431372,15.366
6/11/2023 14:00,0.3875196078431372,15.581
6/11/2023 15:00,0.3875196078431372,15.986
6/11/2023 16:00,0.3875196078431372,16.153
6/11/2023 17:00,0.3875196078431372,16.654
6/11/2023 18:00,0.3875196078431372,16.963
6/11/2023 19:00,0.3875196078431372,16.915
6/11/2023 20:00,0.3875196078431372,16.463
6/11/2023 21:00,0.3875196078431372,15.748
6/11/2023 22:00,0.3875196078431372,15.008
6/11/2023 23:00,0.3875196078431372,14.409
6/12/2023 0:00,0.39996544117647054,13.882
6/12/2023 1:00,0.39996544117647054,13.377
6/12/2023 2:00,0.39996544117647054,12.847
6/12/2023 3:00,0.39996544117647054,12.34
6/12/2023 4:00,0.39996544117647054,11.88
6/12/2023 5:00,0.39996544117647054,11.467
6/12/2023 6:00,0.39996544117647054,11.151
6/12/2023 7:00,0.39996544117647054,10.956
6/12/2023 8:00,0.39996544117647054,10.98
6/12/2023 9:00,0.39996544117647054,11.589
6/12/2023 10:00,0.39996544117647054,12.703
6/12/2023 11:00,0.39996544117647054,14.146
6/12/2023 12:00,0.39996544117647054,15.772
6/12/2023 13:00,0.39996544117647054,17.058
6/12/2023 14:00,0.39996544117647054,17.391
6/12/2023 15:00,0.39996544117647054,17.891
6/12/2023 16:00,0.39996544117647054,18.105
6/12/2023 17:00,0.39996544117647054,17.938
6/12/2023 18:00,0.39996544117647054,17.772
6/12/2023 19:00,0.39996544117647054,17.344
6/12/2023 20:00,0.39996544117647054,16.796
6/12/2023 21:00,0.39996544117647054,16.272
6/12/2023 22:00,0.39996544117647054,15.772
6/12/2023 23:00,0.39996544117647054,15.318
6/13/2023 0:00,0.3942791666666666,14.888
6/13/2023 1:00,0.3942791666666666,14.505
6/13/2023 2:00,0.3942791666666666,14.218
6/13/2023 3:00,0.3942791666666666,14.002
6/13/2023 4:00,0.3942791666666666,13.882
6/13/2023 5:00,0.3942791666666666,13.762
6/13/2023 6:00,0.3942791666666666,13.666
6/13/2023 7:00,0.3942791666666666,13.666
6/13/2023 8:00,0.3942791666666666,13.762
6/13/2023 9:00,0.3942791666666666,14.122
6/13/2023 10:00,0.3942791666666666,14.577
6/13/2023 11:00,0.3942791666666666,15.461
6/13/2023 12:00,0.3942791666666666,16.963
6/13/2023 13:00,0.3942791666666666,18.414
6/13/2023 14:00,0.3942791666666666,19.413
6/13/2023 15:00,0.3942791666666666,19.912
6/13/2023 16:00,0.3942791666666666,19.936
6/13/2023 17:00,0.3942791666666666,19.77
6/13/2023 18:00,0.3942791666666666,19.508
6/13/2023 19:00,0.3942791666666666,19.08
6/13/2023 20:00,0.3942791666666666,18.604
6/13/2023 21:00,0.3942791666666666,18.152
6/13/2023 22:00,0.3942791666666666,17.724
6/13/2023 23:00,0.3942791666666666,17.344
6/14/2023 0:00,0.4066539215686274,17.011
6/14/2023 1:00,0.4066539215686274,16.796
6/14/2023 2:00,0.4066539215686274,16.63
6/14/2023 3:00,0.4066539215686274,16.463
6/14/2023 4:00,0.4066539215686274,16.272
6/14/2023 5:00,0.4066539215686274,16.082
6/14/2023 6:00,0.4066539215686274,15.891
6/14/2023 7:00,0.4066539215686274,15.819
6/14/2023 8:00,0.4066539215686274,15.986
6/14/2023 9:00,0.4066539215686274,16.558
6/14/2023 10:00,0.4066539215686274,17.51
6/14/2023 11:00,0.4066539215686274,18.699
6/14/2023 12:00,0.4066539215686274,20.055
6/14/2023 13:00,0.4066539215686274,21.342
6/14/2023 14:00,0.4066539215686274,22.298
6/14/2023 15:00,0.4066539215686274,22.896
6/14/2023 16:00,0.4066539215686274,23.088
6/14/2023 17:00,0.4066539215686274,22.872
6/14/2023 18:00,0.4066539215686274,22.274
6/14/2023 19:00,0.4066539215686274,21.437
6/14/2023 20:00,0.4066539215686274,20.507
6/14/2023 21:00,0.4066539215686274,19.603
6/14/2023 22:00,0.4066539215686274,18.889
6/14/2023 23:00,0.4066539215686274,18.39
6/15/2023 0:00,0.38902647058823525,17.962
6/15/2023 1:00,0.38902647058823525,17.605
6/15/2023 2:00,0.38902647058823525,17.296
6/15/2023 3:00,0.38902647058823525,16.987
6/15/2023 4:00,0.38902647058823525,16.749
6/15/2023 5:00,0.38902647058823525,16.534
6/15/2023 6:00,0.38902647058823525,16.344
6/15/2023 7:00,0.38902647058823525,16.296
6/15/2023 8:00,0.38902647058823525,16.487
6/15/2023 9:00,0.38902647058823525,16.892
6/15/2023 10:00,0.38902647058823525,17.582
6/15/2023 11:00,0.38902647058823525,18.414
6/15/2023 12:00,0.38902647058823525,19.365
6/15/2023 13:00,0.38902647058823525,20.222
6/15/2023 14:00,0.38902647058823525,21.056
6/15/2023 15:00,0.38902647058823525,21.676
6/15/2023 16:00,0.38902647058823525,22.011
6/15/2023 17:00,0.38902647058823525,21.915
6/15/2023 18:00,0.38902647058823525,21.39
6/15/2023 19:00,0.38902647058823525,20.65
6/15/2023 20:00,0.38902647058823525,19.817
6/15/2023 21:00,0.38902647058823525,18.985
6/15/2023 22:00,0.38902647058823525,18.271
6/15/2023 23:00,0.38902647058823525,17.677
6/16/2023 0:00,0.3734674019607843,17.153
6/16/2023 1:00,0.3734674019607843,16.725
6/16/2023 2:00,0.3734674019607843,16.368
6/16/2023 3:00,0.3734674019607843,16.106
6/16/2023 4:00,0.3734674019607843,15.939
6/16/2023 5:00,0.3734674019607843,15.867
6/16/2023 6:00,0.3734674019607843,15.867
6/16/2023 7:00,0.3734674019607843,15.986
6/16/2023 8:00,0.3734674019607843,16.272
6/16/2023 9:00,0.3734674019607843,16.749
6/16/2023 10:00,0.3734674019607843,17.558
6/16/2023 11:00,0.3734674019607843,18.771
6/16/2023 12:00,0.3734674019607843,19.817
6/16/2023 13:00,0.3734674019607843,21.032
6/16/2023 14:00,0.3734674019607843,22.106
6/16/2023 15:00,0.3734674019607843,22.92
6/16/2023 16:00,0.3734674019607843,23.208
6/16/2023 17:00,0.3734674019607843,23.184
6/16/2023 18:00,0.3734674019607843,22.753
6/16/2023 19:00,0.3734674019607843,21.963
6/16/2023 20:00,0.3734674019607843,21.008
6/16/2023 21:00,0.3734674019607843,20.031
6/16/2023 22:00,0.3734674019607843,19.103
6/16/2023 23:00,0.3734674019607843,18.343
6/17/2023 0:00,0.36544975490196074,17.748
6/17/2023 1:00,0.36544975490196074,17.296
6/17/2023 2:00,0.36544975490196074,16.963
6/17/2023 3:00,0.36544975490196074,16.654
6/17/2023 4:00,0.36544975490196074,16.415
6/17/2023 5:00,0.36544975490196074,16.249
6/17/2023 6:00,0.36544975490196074,16.106
6/17/2023 7:00,0.36544975490196074,16.082
6/17/2023 8:00,0.36544975490196074,16.272
6/17/2023 9:00,0.36544975490196074,16.915
6/17/2023 10:00,0.36544975490196074,17.986
6/17/2023 11:00,0.36544975490196074,19.222
6/17/2023 12:00,0.36544975490196074,20.627
6/17/2023 13:00,0.36544975490196074,21.7
