DATETIME,CLOUDINESS1,WIND_SPEED1,RELATIVE_HUMIDITY1,AIR_TEMPERATURE1
6/14/2023 19:00,0.744017383,0,0.656,23.93
6/14/2023 20:00,0.810215073,0,0.76,19.698
6/14/2023 21:00,0,0,0.901,16.511
6/14/2023 22:00,0,0,0.933,15.39
6/14/2023 23:00,0,0,0.949,14.505
6/15/2023 0:00,0,0,0.957,13.425
6/15/2023 1:00,0,0,0.966,12.558
6/15/2023 2:00,0,0,0.968,11.734
6/15/2023 3:00,0,0,0.973,11.467
6/15/2023 4:00,0,0,0.976,11.053
6/15/2023 5:00,0,0,0.977,10.492
6/15/2023 6:00,0.908662847,0,0.981,11.029
6/15/2023 7:00,0.757922769,0.25,0.969,12.268
6/15/2023 8:00,0.608125353,1.01,0.887,14.745
6/15/2023 9:00,0.407175849,1.51,0.732,17.011
6/15/2023 10:00,0.379731574,2.52,0.651,17.819
6/15/2023 11:00,0.207744257,1.76,0.624,19.151
6/15/2023 12:00,0.367105038,2.27,0.59,19.222
6/15/2023 13:00,0.135797722,2.52,0.573,19.865
6/15/2023 14:00,0.113815352,2.52,0.554,21.056
6/15/2023 15:00,0.183860799,2.01,0.539,21.867
6/15/2023 16:00,0.245992521,2.27,0.493,21.485
6/15/2023 17:00,0.366298224,1.76,0.484,21.103
6/15/2023 18:00,0.548166337,1.51,0.512,20.341
6/15/2023 19:00,0.603746754,1.76,0.532,18.866
6/15/2023 20:00,0.706190078,1.01,0.57,17.011
6/15/2023 21:00,0,0.76,0.65,14.361
6/15/2023 22:00,0,0.25,0.708,12.316
6/15/2023 23:00,0,0,0.858,8.792
6/16/2023 0:00,0,0,0.931,7.343
6/16/2023 1:00,0,0,0.953,6.204
6/16/2023 2:00,0,0,0.963,5.437
6/16/2023 3:00,0,0.25,0.965,5.128
6/16/2023 4:00,0,0,0.968,6.128
6/16/2023 5:00,0,0,0.95,7.242
6/16/2023 6:00,0.788095385,0,0.943,8.12
6/16/2023 7:00,0.759808896,0,0.92,9.903
6/16/2023 8:00,0.491025135,0.5,0.793,14.242
6/16/2023 9:00,0.338493432,0.25,0.719,16.249
6/16/2023 10:00,0.025226038,1.76,0.645,19.484
6/16/2023 11:00,0.085876317,1.26,0.584,20.412
6/16/2023 12:00,0.003322927,1.26,0.572,22.011
6/16/2023 13:00,0,1.01,0.522,22.729
6/16/2023 14:00,0.012046457,1.01,0.51,24.098
6/16/2023 15:00,0.096380026,1.01,0.506,25.04
6/16/2023 16:00,0.133992172,0.76,0.491,25.186
6/16/2023 17:00,0.312022781,0.5,0.444,25.695
6/16/2023 18:00,0.449155318,0.5,0.456,25.963
6/16/2023 19:00,0.576488304,0.25,0.501,24.339
6/16/2023 20:00,0.656073012,0,0.724,19.436
6/16/2023 21:00,0,0,0.872,15.318
6/16/2023 22:00,0,0,0.935,13.353
6/16/2023 23:00,0,0,0.953,12.098
6/17/2023 0:00,0,0,0.961,11.273
6/17/2023 1:00,0,0,0.969,10.443
6/17/2023 2:00,0,0,0.971,9.46
6/17/2023 3:00,0,0,0.974,9.163
6/17/2023 4:00,0,0,0.977,8.817
6/17/2023 5:00,0,0,0.979,8.767
6/17/2023 6:00,0.797439606,0,0.979,9.238
6/17/2023 7:00,0.675736636,0,0.977,10.271
6/17/2023 8:00,0.578134446,0,0.973,13.449
6/17/2023 9:00,0.437127719,0.25,0.774,19.936
6/17/2023 10:00,0.336971759,1.01,0.626,23.04
6/17/2023 11:00,0.247816807,1.51,0.579,24.677
6/17/2023 12:00,0.500934053,1.01,0.55,24.823
6/17/2023 13:00,0.015223966,1.76,0.488,25.525
6/17/2023 14:00,0.062065378,2.77,0.479,26.085
6/17/2023 15:00,0.162175739,2.27,0.457,28.072
6/17/2023 16:00,0.295600978,1.26,0.418,28.023
6/17/2023 17:00,0.364016981,2.27,0.415,27.21
6/17/2023 18:00,0.611248403,1.51,0.406,26.867
6/17/2023 19:00,0.662138438,0,0.532,24.629
6/17/2023 20:00,0.793980003,0,0.667,20.388
6/17/2023 21:00,0,0,0.884,15.986
6/17/2023 22:00,0,0,0.929,14.218
6/17/2023 23:00,0,0,0.953,12.92
6/18/2023 0:00,0,0,0.964,11.977
