STREAM_ID,NODE_ID,STREAM_KM,INFLOW,TEMPERATURE,OUTFLOW
,,19.2,0.0,12.113619776225592,
,,19.1,0.0,12.113619776225592,
,,19.0,0.0,12.113619776225592,
,,18.9,0.0,12.113619776225592,
,,18.8,0.0,12.113619776225592,
,,18.7,0.0,12.113619776225592,
,,18.6,0.0,12.113619776225592,
,,18.5,0.0,12.113619776225592,
,,18.4,0.0,12.113619776225592,
,,18.3,0.0,12.113619776225592,
,,18.2,0.000186501,12.113619776225592,
,,18.1,9.04e-05,12.113619776225592,
,,18.0,0.000211581,12.113619776225592,
,,17.9,0.000308587,12.113619776225592,
,,17.8,3.52e-05,12.113619776225592,
,,17.7,0.0,12.113619776225592,
,,17.6,0.000427072,12.113619776225592,
,,17.5,0.000506138,12.113619776225592,
,,17.4,0.000696313,12.113619776225592,
,,17.3,0.000229267,12.113619776225592,
,,17.2,0.000143214,12.113619776225592,
,,17.1,0.0,12.113619776225592,
,,17.0,0.000601469,12.113619776225592,
,,16.9,0.000234705,12.113619776225592,
,,16.8,0.000185397,12.113619776225592,
,,16.7,0.000345709,12.113619776225592,
,,16.6,0.000997764,12.113619776225592,
,,16.5,0.000147841,12.113619776225592,
,,16.4,0.005460977,12.113619776225592,
,,16.3,0.001172463,12.113619776225592,
,,16.2,2.4e-05,12.113619776225592,
,,16.1,0.000482466,12.113619776225592,
,,16.0,0.00015016,12.113619776225592,
,,15.9,8.2e-05,12.113619776225592,
,,15.8,0.0,12.113619776225592,
,,15.7,9.42e-05,12.113619776225592,
,,15.6,0.003062322,12.113619776225592,
,,15.5,0.000325361,12.113619776225592,
,,15.4,0.000369979,12.113619776225592,
,,15.3,0.000273013,12.113619776225592,
,,15.2,0.000773692,12.113619776225592,
,,15.1,0.001209822,12.113619776225592,
,,15.0,0.000517444,12.113619776225592,
,,14.9,0.000642893,12.113619776225592,
,,14.8,0.000577427,12.113619776225592,
,,14.7,0.000312372,12.113619776225592,
,,14.6,0.000117021,12.113619776225592,
,,14.5,0.0,12.113619776225592,
,,14.4,0.000126333,12.113619776225592,
,,14.3,0.000517293,12.113619776225592,
,,14.2,0.000216183,12.113619776225592,
,,14.1,0.000357882,12.113619776225592,
,,14.0,0.000253183,12.113619776225592,
,,13.9,0.000670335,12.113619776225592,
,,13.8,0.000189323,12.113619776225592,
,,13.7,0.0,12.113619776225592,
,,13.6,0.000732756,12.113619776225592,
,,13.5,0.000146134,12.113619776225592,
,,13.4,0.004457905,12.113619776225592,
,,13.3,0.000310694,12.113619776225592,
,,13.2,0.001605514,12.113619776225592,
,,13.1,0.001518936,12.113619776225592,
,,13.0,0.00045657,12.113619776225592,
,,12.9,9.23e-05,12.113619776225592,
,,12.8,0.00014468,12.113619776225592,
,,12.7,8.59e-05,12.113619776225592,
,,12.6,0.004039226,12.113619776225592,
,,12.5,0.00012244,12.113619776225592,
,,12.4,0.000579169,12.113619776225592,
,,12.3,0.000117252,12.113619776225592,
,,12.2,0.000248702,12.113619776225592,
,,12.1,0.000162547,12.113619776225592,
,,12.0,0.000153877,12.113619776225592,
,,11.9,0.000176386,12.113619776225592,
,,11.8,0.0,12.113619776225592,
,,11.7,0.00056205,12.113619776225592,
,,11.6,0.000547228,12.113619776225592,
,,11.5,0.000526584,12.113619776225592,
,,11.4,0.000392374,12.113619776225592,
,,11.3,0.000316688,12.113619776225592,
,,11.2,0.000429022,12.113619776225592,
,,11.1,0.000800304,12.113619776225592,
,,11.0,0.000653937,12.113619776225592,
,,10.9,0.000184403,12.113619776225592,
,,10.8,0.009822914,12.113619776225592,
,,10.7,6.55e-05,12.113619776225592,
,,10.6,0.0,12.113619776225592,
,,10.5,0.00016525,12.113619776225592,
,,10.4,0.000938247,12.113619776225592,
,,10.3,0.000792913,12.113619776225592,
,,10.2,0.000376215,12.113619776225592,
,,10.1,0.0,12.113619776225592,
,,10.0,0.001354102,12.113619776225592,
,,9.9,0.000411323,12.113619776225592,
,,9.8,0.000375216,12.113619776225592,
,,9.7,0.000250839,12.113619776225592,
,,9.6,0.000329594,12.113619776225592,
,,9.5,2.25e-05,12.113619776225592,
,,9.4,0.006257985,12.113619776225592,
,,9.3,5.58e-05,12.113619776225592,
,,9.2,8.03e-05,12.113619776225592,
,,9.1,1.71e-05,12.113619776225592,
,,9.0,2.89e-05,12.113619776225592,
,,8.9,0.000618063,12.113619776225592,
,,8.8,5e-05,12.113619776225592,
,,8.7,0.002805571,12.113619776225592,
,,8.6,0.000103023,12.113619776225592,
,,8.5,7.89e-05,12.113619776225592,
,,8.4,0.000208187,12.113619776225592,
,,8.3,0.0,12.113619776225592,
,,8.2,0.00016829,12.113619776225592,
,,8.1,0.000439567,12.113619776225592,
,,8.0,0.000358583,12.113619776225592,
,,7.9,0.00033659,12.113619776225592,
,,7.8,0.0,12.113619776225592,
,,7.7,0.00014384,12.113619776225592,
,,7.6,0.001492394,12.113619776225592,
,,7.5,0.000274924,12.113619776225592,
,,7.4,0.001386492,12.113619776225592,
,,7.3,0.008997731,12.113619776225592,
,,7.2,8.87e-05,12.113619776225592,
,,7.1,0.0008806,12.113619776225592,
,,7.0,0.001435118,12.113619776225592,
,,6.9,0.000882217,12.113619776225592,
,,6.8,9.77e-05,12.113619776225592,
,,6.7,0.001022018,12.113619776225592,
,,6.6,0.000308993,12.113619776225592,
,,6.5,0.000233966,12.113619776225592,
,,6.4,0.000113354,12.113619776225592,
,,6.3,0.006020494,12.113619776225592,
,,6.2,0.000412759,12.113619776225592,
,,6.1,0.000250594,12.113619776225592,
,,6.0,0.000238752,12.113619776225592,
,,5.9,0.00034768,12.113619776225592,
,,5.8,0.0023414,12.113619776225592,
,,5.7,0.000252804,12.113619776225592,
,,5.6,0.000845855,12.113619776225592,
,,5.5,0.000211467,12.113619776225592,
,,5.4,0.000200454,12.113619776225592,
,,5.3,0.000158974,12.113619776225592,
,,5.2,8.12e-05,12.113619776225592,
,,5.1,0.00498622,12.113619776225592,
,,5.0,0.000146748,12.113619776225592,
,,4.9,0.000154892,12.113619776225592,
,,4.8,0.000788206,12.113619776225592,
,,4.7,0.002646737,12.113619776225592,
,,4.6,0.000407908,12.113619776225592,
,,4.5,0.000546542,12.113619776225592,
,,4.4,0.000410245,12.113619776225592,
,,4.3,0.000191795,12.113619776225592,
,,4.2,0.000305546,12.113619776225592,
,,4.1,0.000142127,12.113619776225592,
,,4.0,0.0011196,12.113619776225592,
,,3.9,0.000397132,12.113619776225592,
,,3.8,0.001737763,12.113619776225592,
,,3.7,0.000215981,12.113619776225592,
,,3.6,0.000278427,12.113619776225592,
,,3.5,0.00052276,12.113619776225592,
,,3.4,8.98e-05,12.113619776225592,
,,3.3,0.000176186,12.113619776225592,
,,3.2,0.000157864,12.113619776225592,
,,3.1,0.000309251,12.113619776225592,
,,3.0,6.03e-05,12.113619776225592,
,,2.9,0.001766783,12.113619776225592,
,,2.8,7.25e-05,12.113619776225592,
,,2.7,0.000442187,12.113619776225592,
,,2.6,0.0,12.113619776225592,
,,2.5,8.98e-05,12.113619776225592,
,,2.4,0.00011714,12.113619776225592,
,,2.3,0.02193264,12.113619776225592,
,,2.2,0.000233924,12.113619776225592,
,,2.1,0.001889162,12.113619776225592,
,,2.0,0.00047333,12.113619776225592,
,,1.9,0.000215103,12.113619776225592,
,,1.8,0.00111318,12.113619776225592,
,,1.7,0.000102473,12.113619776225592,
,,1.6,0.000667146,12.113619776225592,
,,1.5,0.000190518,12.113619776225592,
,,1.4,0.0,12.113619776225592,
,,1.3,0.000839255,12.113619776225592,
,,1.2,0.000209441,12.113619776225592,
,,1.1,0.001341921,12.113619776225592,
,,1.0,0.000104901,12.113619776225592,
,,0.9,6.13e-05,12.113619776225592,
,,0.8,0.00024628,12.113619776225592,
,,0.7,2.4e-05,12.113619776225592,
,,0.6,2.01e-05,12.113619776225592,
,,0.5,0.000121566,12.113619776225592,
,,0.4,3.92e-05,12.113619776225592,
,,0.3,0.000728072,12.113619776225592,
,,0.2,0.001956002,12.113619776225592,
,,0.1,0.000133075,12.113619776225592,
,,0.0,0.00010196,12.113619776225592,
