STREAM_ID,NODE_ID,STREAM_KM,INFLOW,TEMPERATURE,OUTFLOW
,,19.2,0.000231456,10,
,,19.1,0.000231456,10,
,,19,0.000406706,10,
,,18.9,0.000233342,10,
,,18.8,0.002376084,10,
,,18.7,0.129017888,10,
,,18.6,0.000447946,10,
,,18.5,0.000295884,10,
,,18.4,0.000140723,10,
,,18.3,0.000842083,10,
,,18.2,0.000186501,10,
,,18.1,9.04E-05,10,
,,18,0.000211581,10,
,,17.9,0.000308587,10,
,,17.8,3.52E-05,10,
,,17.7,0.041525392,10,
,,17.6,0.000427072,10,
,,17.5,0.000506138,10,
,,17.4,0.000696313,10,
,,17.3,0.000229267,10,
,,17.2,0.000143214,10,
,,17.1,0.08485652,10,
,,17,0.000601469,10,
,,16.9,0.000234705,10,
,,16.8,0.000185397,10,
,,16.7,0.000345709,10,
,,16.6,0.000997764,10,
,,16.5,0.000147841,10,
,,16.4,0.005460977,10,
,,16.3,0.001172463,10,
,,16.2,2.40E-05,10,
,,16.1,0.000482466,10,
,,16,0.00015016,10,
,,15.9,8.20E-05,10,
,,15.8,0.023929421,10,
,,15.7,9.42E-05,10,
,,15.6,0.003062322,10,
,,15.5,0.000325361,10,
,,15.4,0.000369979,10,
,,15.3,0.000273013,10,
,,15.2,0.000773692,10,
,,15.1,0.001209822,10,
,,15,0.000517444,10,
,,14.9,0.000642893,10,
,,14.8,0.000577427,10,
,,14.7,0.000312372,10,
,,14.6,0.000117021,10,
,,14.5,0.000117021,10,
,,14.4,0.052359537,10,
,,14.3,0.000517293,10,
,,14.2,0.000216183,10,
,,14.1,0.000357882,10,
,,14,0.000253183,10,
,,13.9,0.000670335,10,
,,13.8,0.000189323,10,
,,13.7,0.000189323,10,
,,13.6,0.04486711,10,
,,13.5,0.000146134,10,
,,13.4,0.004457905,10,
,,13.3,0.000310694,10,
,,13.2,0.001605514,10,
,,13.1,0.001518936,10,
,,13,0.00045657,10,
,,12.9,9.23E-05,10,
,,12.8,0.00014468,10,
,,12.7,8.59E-05,10,
,,12.6,0.004039226,10,
,,12.5,0.00012244,10,
,,12.4,0.000579169,10,
,,12.3,0.000117252,10,
,,12.2,0.000248702,10,
,,12.1,0.000162547,10,
,,12,0.000153877,10,
,,11.9,0.000176386,10,
,,11.8,0.022742665,10,
,,11.7,0.00056205,10,
,,11.6,0.000547228,10,
,,11.5,0.000526584,10,
,,11.4,0.000392374,10,
,,11.3,0.000316688,10,
,,11.2,0.000429022,10,
,,11.1,0.000800304,10,
,,11,0.000653937,10,
,,10.9,0.000184403,10,
,,10.8,0.009822914,10,
,,10.7,6.55E-05,10,
,,10.6,0.007605158,10,
,,10.5,0.00016525,10,
,,10.4,0.000938247,10,
,,10.3,0.000792913,10,
,,10.2,0.000376215,10,
,,10.1,0.020728211,10,
,,10,0.001354102,10,
,,9.9,0.000411323,10,
,,9.8,0.000375216,10,
,,9.7,0.000250839,10,
,,9.6,0.000329594,10,
,,9.5,2.25E-05,10,
,,9.4,0.006257985,10,
,,9.3,5.58E-05,10,
,,9.2,8.03E-05,10,
,,9.1,1.71E-05,10,
,,9,2.89E-05,10,
,,8.9,0.000618063,10,
,,8.8,5.00E-05,10,
,,8.7,0.002805571,10,
,,8.6,0.000103023,10,
,,8.5,7.89E-05,10,
,,8.4,0.000208187,10,
,,8.3,0.000208187,10,
,,8.2,0.207881178,10,
,,8.1,0.000439567,10,
,,8,0.000358583,10,
,,7.9,0.00033659,10,
,,7.8,0.032444085,10,
,,7.7,0.00014384,10,
,,7.6,0.001492394,10,
,,7.5,0.000274924,10,
,,7.4,0.001386492,10,
,,7.3,0.008997731,10,
,,7.2,8.87E-05,10,
,,7.1,0.0008806,10,
,,7,0.001435118,10,
,,6.9,0.000882217,10,
,,6.8,9.77E-05,10,
,,6.7,0.001022018,10,
,,6.6,0.000308993,10,
,,6.5,0.000233966,10,
,,6.4,0.000113354,10,
,,6.3,0.006020494,10,
,,6.2,0.000412759,10,
,,6.1,0.000250594,10,
,,6,0.000238752,10,
,,5.9,0.00034768,10,
,,5.8,0.0023414,10,
,,5.7,0.000252804,10,
,,5.6,0.000845855,10,
,,5.5,0.000211467,10,
,,5.4,0.000200454,10,
,,5.3,0.000158974,10,
,,5.2,8.12E-05,10,
,,5.1,0.00498622,10,
,,5,0.000146748,10,
