STREAM_ID,NODE_ID,STREAM_KM,INFLOW,TEMPERATURE,OUTFLOW
,,4.9,0.000154892,10,
,,4.8,0.000788206,10,
,,4.7,0.002646737,10,
,,4.6,0.000407908,10,
,,4.5,0.000546542,10,
,,4.4,0.000410245,10,
,,4.3,0.000191795,10,
,,4.2,0.000305546,10,
,,4.1,0.000142127,10,
,,4,0.0011196,10,
,,3.9,0.000397132,10,
,,3.8,0.001737763,10,
,,3.7,0.000215981,10,
,,3.6,0.000278427,10,
,,3.5,0.00052276,10,
,,3.4,8.98E-05,10,
,,3.3,0.000176186,10,
,,3.2,0.000157864,10,
,,3.1,0.000309251,10,
,,3,6.03E-05,10,
,,2.9,0.001766783,10,
,,2.8,7.25E-05,10,
,,2.7,0.000442187,10,
,,2.6,0.036224416,10,
,,2.5,8.98E-05,10,
,,2.4,0.00011714,10,
,,2.3,0.02193264,10,
,,2.2,0.000233924,10,
,,2.1,0.001889162,10,
,,2,0.00047333,10,
,,1.9,0.000215103,10,
,,1.8,0.00111318,10,
,,1.7,0.000102473,10,
,,1.6,0.000667146,10,
,,1.5,0.000190518,10,
,,1.4,0.069788663,10,
,,1.3,0.000839255,10,
,,1.2,0.000209441,10,
,,1.1,0.001341921,10,
,,1,0.000104901,10,
,,0.9,6.13E-05,10,
,,0.8,0.00024628,10,
,,0.7,2.40E-05,10,
,,0.6,2.01E-05,10,
,,0.5,0.000121566,10,
,,0.4,3.92E-05,10,
,,0.3,0.000728072,10,
,,0.2,0.001956002,10,
,,0.1,0.000133075,10,
,,0,0.00010196,10,
