thermal conductivity,thermal diffusivity,hypo thickness,hypo %,sediment porosity,wind function a,wind function b,accretion temp,tree canopy,grass canopy,tree overhang,grass overhang,18.3,17.5,16.1,14.9,13.8,12.2,10.7,8.5,8.0,7.2,5.7,2.7,2.3,1.2,0.0,overall rmse,nse
1.3811487456056932,0.0062316628638926,0.1369191974169185,0.4657236092616391,0.305392433008008,3.1837679363379436e-09,3.133473069417451e-09,11.067043804042646,0.6023126621595482,0.1055206196609494,1.3974211863031674,0.501269949242664,0.0,0.6327211020663053,1.0390132343157779,1.2951751796571767,1.37321595327659,1.1464752986872417,1.062449151018532,1.3262753242634053,1.2255368087087386,1.352029992240064,1.5446882356428222,1.1549550943651445,1.0121120855666135,1.1322314314367596,1.1082623087518584,1.171795799999788,0.6219571328178404
1.561539878170784,0.006707867705503,0.1350806192884462,0.0489034644022475,0.0444847193993675,3.392609669442137e-09,3.7422415360928735e-09,8.687692237775734,0.5530460706036519,0.2522927543477195,1.4583158376368166,1.447443194112575,0.0,0.46683811826656413,0.9145508445862008,1.4102580065363928,1.3672758611865174,0.8312705902713027,0.8012077121966145,1.2549244900258607,1.3725897771487783,1.4033115523943123,1.6551828162119533,1.5501459263566122,1.4866146453996298,1.5736263344051322,1.5393911086855088,1.259084841690813,0.5448884776851668
1.3673783291328518,0.0063277848715786,0.3574808555521399,0.3891707114280352,0.4771846543485258,2.4318150454403237e-09,2.054957721408149e-09,9.904908330073836,0.5092163345666438,0.1098454714496353,1.683849285051725,0.8165037797106633,0.0,0.6443248902921569,0.8323765001988784,0.738533584600818,0.8486583375638671,1.4550108301716063,1.4564409589818599,1.3529145035502674,1.0484535665684007,1.1677126286391415,1.2071476252237476,1.0989859967639866,0.9939983724416589,1.0183400218411007,1.061974280291194,1.0660622926520487,0.6811870934279018
1.365031225919141,0.0069163082913954,0.3351823871200481,0.4508137653754834,0.1881926136675805,1.5310483868697143e-09,1.0925254739088528e-09,8.165939516053752,0.6302476872439113,0.3478566564443209,1.775210900327845,1.3631263899826496,0.0,0.7504316654432966,1.0565858135207633,0.8978464193093757,1.1571677798976836,1.8487408368941278,1.870189724778389,1.9178385046713395,1.4170250329181437,1.6323481312207881,1.7405989561067765,1.6627345253878223,1.5141191149752167,1.4360513458206619,1.5275639387600115,1.4592315564074567,0.39807195621167224
1.509028211872204,0.0063546946253817,0.0783786552859666,0.2163867135537038,0.1867518357679382,1.6348670001401176e-09,2.691715982695678e-09,11.910108704824005,0.5336853055313364,0.262564524425933,0.8203508441021348,0.3888379050956424,0.0,0.689878541000757,1.1331961612330557,1.506356118834454,1.7428694561938176,1.6578533014363284,1.4874873858008566,1.4506200699758247,1.1880002853184282,1.3576308835921989,1.6752890593615977,1.4590195272853617,1.3453864455055282,1.2545123339369766,1.2027324558410042,1.3679165732368705,0.4823548444580147
1.4210650543020105,0.0069691233744798,0.1109413791926199,0.4707703783028638,0.9649348804938842,3.7163056537624755e-09,1.245998585705973e-09,9.70117467776904,0.670754369191795,0.2060834192158876,1.2096829567219995,1.272573162640394,0.0,0.679312460629618,1.146677809914363,1.3725023671503571,1.5286468578451988,1.2399640217898797,1.0366558301818398,1.3389447921155426,1.2077086467425273,1.3794233727962808,1.6131743462554404,1.1717328016304174,0.9824052673583001,1.089129126871557,1.0200315504924344,1.2004506608409824,0.6009772157398687
1.3842578495029705,0.006093660116679,0.2018482242161458,0.1891977435130482,0.9406178242298392,1.2097224519321707e-09,3.6878724053680605e-09,10.522595086560738,0.55091993035765,0.3268570898683945,0.4059025818035577,1.6222932276277613,0.0,0.5808640695119642,0.8509602499039932,1.0091600245170897,1.0262488243598624,1.2080013097744005,1.19377110836486,1.1321059311816482,1.0227531375328716,1.1419245798942534,1.367352084718246,1.1219612568325759,1.0162210445649447,1.1074592407097126,1.106246335587151,1.0632163712466838,0.6900019083933118
1.5715319905909215,0.0064670105389298,0.1759315146525065,0.4342579604827717,0.9317568112427024,3.3266088271626087e-09,1.911258107821481e-09,9.852734905945994,0.6993631393112307,0.1198421301293268,1.386950737317958,0.6580412816784966,0.0,0.6080621306659376,0.9448731578012645,1.0457958569115358,1.0794075064203819,1.0842590535322572,1.0144453984402837,1.2250709258038899,1.120585496440737,1.2473745038078983,1.3825747614505337,1.0425131917630586,0.8770656801232164,1.0530205487469524,1.0281163767216888,1.0537974706164026,0.6955037511596558
1.416489297343562,0.006035885989242,0.339946000811242,0.3787302648951647,0.2053518419343079,3.768865291293293e-09,1.8746478035807628e-09,8.24560500343171,0.6761907803087248,0.3182876135285868,0.6216692626736045,1.4152168993648937,0.0,0.5577488026283276,0.7761968230309457,0.8958175506206605,0.7334906070177951,0.9738754113078326,0.9723086528121269,0.98256797148255,0.9858366214794417,0.9907603705403917,0.9955214284484287,0.9382757767575586,0.844065817388273,1.0033399068859965,0.9804000197623415,0.9021575542973336,0.7784992421168456
1.49264172620569,0.0066946870488385,0.0162920702165925,0.3766025681224689,0.7317341462836128,1.6786637648448563e-09,1.929479716372125e-09,8.289958463027617,0.6443203363757803,0.2151595599957465,1.977282627437701,0.7024262273059072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
